,u,v,key,osmid,oneway,length,geometry,name,highway,maxspeed,lanes,tunnel,service,landuse,width,access,bridge,area,ref,junction
9088,2274874278,2274874278,1,218214934,False,217.649,"LINESTRING (103.9151416 1.395959, 103.9151806 1.3959493, 103.9151902 1.3959882, 103.9151482 1.3959986, 103.9151597 1.3960453, 103.91518 1.3960403, 103.9151872 1.3960693, 103.915379 1.3960218, 103.9153697 1.3959841, 103.9153895 1.3959792, 103.9153788 1.3959359, 103.9153252 1.3959492, 103.9153169 1.3959159, 103.9153833 1.3958994, 103.9153739 1.3958614, 103.9154113 1.3958521, 103.915473 1.3958368, 103.9154566 1.3957706, 103.9153883 1.3957875, 103.9153814 1.3957598, 103.9154451 1.395744, 103.9154272 1.3956718, 103.9151964 1.395729, 103.9152249 1.3958441, 103.9153317 1.3958177, 103.9153396 1.3958496, 103.9152362 1.3958752, 103.9152301 1.3958504, 103.9151213 1.3958773, 103.9151416 1.395959)",Blk 161B,,,,,,,,,,,,
9089,4604613550,5031681401,0,"[715630945, 760730622]",True,56.031000000000006,"LINESTRING (103.912339 1.4205043, 103.9125257 1.4202302, 103.9125305 1.4202131, 103.9125283 1.4201976, 103.9124538 1.4200804)",,service,,1,,parking_aisle,,,,,,,
9090,2274874287,2274874375,0,680807429,False,27.791,"LINESTRING (103.9069233 1.3959775, 103.9066919 1.3960721)",Meridian Park,,,,,,,,,,,,
9091,2274874287,2274874375,1,218214904,False,195.69799999999998,"LINESTRING (103.9069233 1.3959775, 103.9069236 1.3959538, 103.9069364 1.3959245, 103.9069409 1.3958933, 103.9069309 1.3958599, 103.9069094 1.3958443, 103.9069109 1.3957931, 103.9068948 1.3957939, 103.9068957 1.3957732, 103.9068407 1.3957692, 103.9068399 1.3958221, 103.9068276 1.3958231, 103.9068252 1.3957724, 103.9067892 1.3957393, 103.9068133 1.3957136, 103.9067855 1.3956848, 103.9067994 1.3956655, 103.906758 1.3956307, 103.9067362 1.3956558, 103.9067186 1.3956373, 103.9066869 1.3956781, 103.9067254 1.3957097, 103.9066843 1.3957546, 103.9066444 1.3957206, 103.9066121 1.3957567, 103.9066393 1.3957832, 103.9066151 1.3958105, 103.9065908 1.3957872, 103.9065529 1.3958299, 103.9065873 1.3958651, 103.9065327 1.3959209, 103.9065006 1.3958842, 103.9064685 1.395918, 103.9064594 1.3959667, 103.9064983 1.3960044, 103.9065193 1.3959801, 103.9065906 1.3960484, 103.9065656 1.3960756, 103.9066081 1.3961183, 103.9066296 1.3960953, 103.9066384 1.396106, 103.9066919 1.3960721)",Blk 117,,,,,,,,,,,,
9092,2274874287,2274874375,2,218214904,False,63.504000000000005,"LINESTRING (103.9069233 1.3959775, 103.9069064 1.3959798, 103.9069081 1.396009, 103.9068521 1.3960111, 103.9068493 1.3959543, 103.9068362 1.3959552, 103.9068365 1.3959828, 103.9068157 1.3959842, 103.906807 1.3958866, 103.9067607 1.3959273, 103.9067737 1.3959409, 103.9067501 1.3959593, 103.906763 1.3959729, 103.9067466 1.3959879, 103.9067264 1.3960292, 103.9066919 1.3960721)",Blk 117,,,,,,,,,,,,
9093,2274874287,2274873864,0,680807429,False,91.875,"LINESTRING (103.9069233 1.3959775, 103.9070002 1.395749, 103.9073551 1.3954502, 103.90747 1.3954112)",Meridian Park,,,,,,,,,,,,
9094,4604613555,5031681387,0,452046991,True,24.176,"LINESTRING (103.9120141 1.4207659, 103.9121879 1.4206352)",,service,,1,,parking_aisle,,,,,,,
9095,4604613555,5031681386,0,515148960,True,26.089999999999996,"LINESTRING (103.9120141 1.4207659, 103.9122102 1.4207343, 103.9122414 1.4207162)",,service,,,,parking_aisle,,,,,,,
9096,4604613556,4604613555,0,452046991,True,33.485,"LINESTRING (103.9117578 1.4207323, 103.9118048 1.4208021, 103.9118162 1.4208098, 103.9118386 1.4208098, 103.9120141 1.4207659)",,service,,1,,parking_aisle,,,,,,,
9097,4604613556,4604613557,0,515148961,False,15.462999999999997,"LINESTRING (103.9117578 1.4207323, 103.9117238 1.4206727, 103.9117197 1.4206544, 103.9117204 1.4206027)",,service,,,,parking_aisle,,,,,,,
9098,4604613556,5031681403,0,"[760730620, 646210622]",False,44.453,"LINESTRING (103.9117578 1.4207323, 103.9118551 1.4206621, 103.9120816 1.4204977)",,service,,2,,parking_aisle,,,,,,,
9099,4604613557,4604613556,0,515148961,False,15.463,"LINESTRING (103.9117204 1.4206027, 103.9117197 1.4206544, 103.9117238 1.4206727, 103.9117578 1.4207323)",,service,,,,parking_aisle,,,,,,,
9100,4604613557,4488475328,0,"[646210624, 301737325]",False,62.79600000000001,"LINESTRING (103.9117204 1.4206027, 103.9116555 1.4205172, 103.9116262 1.4204861, 103.9116016 1.4204792, 103.9115773 1.4204845, 103.9115479 1.4204928, 103.9115307 1.4205059, 103.911517 1.4205121, 103.9114592 1.4205275, 103.9112299 1.4205888)",Punggol Point Road,"['residential', 'service']",50,2,,parking_aisle,,,,,,,
9101,6649598925,6649598929,0,707606853,False,71.747,"LINESTRING (103.9138694 1.3946244, 103.9141215 1.3947209, 103.9142503 1.3947625, 103.914375 1.3947785, 103.9144894 1.3947791)",,service,,2,,,,,,,,,
9102,6649598929,2274873525,0,218215421,False,43.275,"LINESTRING (103.9144894 1.3947791, 103.9142591 1.3949445, 103.9142392 1.3949542, 103.9142107 1.3949609, 103.9141834 1.3949582, 103.91416 1.394945)",,service,,2,,,,,,,,,
9103,6649598929,2274872603,0,"[707606402, 218215421]",False,53.016,"LINESTRING (103.9144894 1.3947791, 103.9147384 1.3946002, 103.9148775 1.394502)",,service,,2,,,,,,,,,
9104,6649598929,6649598925,0,707606853,False,71.747,"LINESTRING (103.9144894 1.3947791, 103.914375 1.3947785, 103.9142503 1.3947625, 103.9141215 1.3947209, 103.9138694 1.3946244)",,service,,2,,,,,,,,,
9105,6532027388,6532012978,0,695617198,False,376.751,"LINESTRING (103.9026886 1.4057978, 103.9029971 1.4063609, 103.9039573 1.4080756, 103.9040525 1.408325, 103.9041652 1.4085677, 103.9042819 1.4087849)",,,,,,yard,,,,yes,,,
9106,2274874375,2274874287,0,680807429,False,27.791,"LINESTRING (103.9066919 1.3960721, 103.9069233 1.3959775)",Meridian Park,,,,,,,,,,,,
9107,2274874375,2274874287,1,218214904,False,63.504000000000005,"LINESTRING (103.9066919 1.3960721, 103.9067264 1.3960292, 103.9067466 1.3959879, 103.906763 1.3959729, 103.9067501 1.3959593, 103.9067737 1.3959409, 103.9067607 1.3959273, 103.906807 1.3958866, 103.9068157 1.3959842, 103.9068365 1.3959828, 103.9068362 1.3959552, 103.9068493 1.3959543, 103.9068521 1.3960111, 103.9069081 1.396009, 103.9069064 1.3959798, 103.9069233 1.3959775)",Blk 117,,,,,,,,,,,,
9108,2274874375,2274874287,2,218214904,False,195.69800000000004,"LINESTRING (103.9066919 1.3960721, 103.9066384 1.396106, 103.9066296 1.3960953, 103.9066081 1.3961183, 103.9065656 1.3960756, 103.9065906 1.3960484, 103.9065193 1.3959801, 103.9064983 1.3960044, 103.9064594 1.3959667, 103.9064685 1.395918, 103.9065006 1.3958842, 103.9065327 1.3959209, 103.9065873 1.3958651, 103.9065529 1.3958299, 103.9065908 1.3957872, 103.9066151 1.3958105, 103.9066393 1.3957832, 103.9066121 1.3957567, 103.9066444 1.3957206, 103.9066843 1.3957546, 103.9067254 1.3957097, 103.9066869 1.3956781, 103.9067186 1.3956373, 103.9067362 1.3956558, 103.906758 1.3956307, 103.9067994 1.3956655, 103.9067855 1.3956848, 103.9068133 1.3957136, 103.9067892 1.3957393, 103.9068252 1.3957724, 103.9068276 1.3958231, 103.9068399 1.3958221, 103.9068407 1.3957692, 103.9068957 1.3957732, 103.9068948 1.3957939, 103.9069109 1.3957931, 103.9069094 1.3958443, 103.9069309 1.3958599, 103.9069409 1.3958933, 103.9069364 1.3959245, 103.9069236 1.3959538, 103.9069233 1.3959775)",Blk 117,,,,,,,,,,,,
9109,2274874375,6375013728,0,680807429,False,43.727,"LINESTRING (103.9066919 1.3960721, 103.9064584 1.3963373, 103.9064863 1.3963659)",Meridian Park,,,,,,,,,,,,
9110,5683991714,6191064927,0,514327462,False,1.68,"LINESTRING (103.8902058 1.3869858, 103.8902023 1.3869711)",,steps,,,,driveway,,,yes,,,,
9111,5683991714,375478997,0,514327462,False,2.741,"LINESTRING (103.8902058 1.3869858, 103.8902105 1.38701)",,steps,,,,driveway,,,yes,,,,
9112,5683991714,5238938199,0,541818606,False,112.72399999999999,"LINESTRING (103.8902058 1.3869858, 103.8904122 1.3869126, 103.8907669 1.3868382, 103.8910297 1.3867724, 103.8910994 1.3867712, 103.8911866 1.3868005)",,footway,,,,,,,,,,,
9113,5683991714,5238938205,0,541818606,False,512.699,"LINESTRING (103.8902058 1.3869858, 103.8901949 1.386989, 103.8898261 1.3871499, 103.8893803 1.3873555, 103.8893754 1.3873579, 103.8885541 1.3878578, 103.8884704 1.3879567, 103.888468 1.3880114, 103.8884799 1.3880739, 103.8887855 1.3885867, 103.8889279 1.3888713, 103.8889567 1.3889307, 103.8890721 1.3891724, 103.8890828 1.3891939, 103.8891991 1.3895625, 103.8893929 1.3900655, 103.8894506 1.390194, 103.8894861 1.3902391, 103.889533 1.3902723, 103.8895679 1.3902862)",,footway,,,,,,,,,,,
9114,3049051305,5218833629,0,300819496,True,20.344,"LINESTRING (103.9070096 1.4062736, 103.9069027 1.4061251)",Punggol Place,service,,1,,driveway,,,,,,,
9115,3049051305,3049052035,0,476396168,True,9.927,"LINESTRING (103.9070096 1.4062736, 103.9069345 1.4063219)",Punggol Drive,residential,50,2,,,,,,,,,
9116,3049051306,3049052035,0,300819525,True,20.185,"LINESTRING (103.9068357 1.4061696, 103.9069345 1.4063219)",Punggol Place,service,,1,,driveway,,,,,,,
9117,3049051306,5218833629,0,300819648,True,8.942,"LINESTRING (103.9068357 1.4061696, 103.9069027 1.4061251)",Punggol Place,service,,1,,driveway,,,,,,,
9118,6071833797,6091365453,0,649787121,True,71.681,"LINESTRING (103.9235932 1.3885435, 103.9233415 1.389137)",Pasir Ris Industrial Drive 1,tertiary,60,3,,,,,,,,,
9119,6071833797,5826081188,0,649787122,True,28.943,"LINESTRING (103.9235932 1.3885435, 103.9237401 1.3887584)",,unclassified,50,,,,,,,,,,
9120,6071833798,6091365447,0,648935785,True,28.233,"LINESTRING (103.9238179 1.3885814, 103.9236795 1.3883685)",,unclassified,50,,,,,,,,,,
9121,6071833798,6091365443,0,649311563,True,32.253,"LINESTRING (103.9238179 1.3885814, 103.9239208 1.3883102)",Pasir Ris Industrial Drive 1,tertiary,50,3,,,,,,,,,
9122,4992914664,4702860411,0,510251625,False,146.40299999999996,"LINESTRING (103.9075816 1.4123143, 103.907536 1.4123371, 103.9074341 1.4124068, 103.9073737 1.4124376, 103.9073281 1.4125046, 103.9072906 1.4126065, 103.9072852 1.412683, 103.9073402 1.4127393, 103.9074636 1.4127795, 103.9075521 1.4128197, 103.9076406 1.4128184, 103.907717 1.4127969, 103.9077988 1.4127661, 103.9079289 1.4127285, 103.9080376 1.4127017)",Durian,path,,,,,,,,,,,
9123,1988154643,1378199110,0,301503396,False,27.856,"LINESTRING (103.9238821 1.3936064, 103.9240569 1.3934269)",Pasir Ris Farmway 3,service,,,,,,,,,,,
9124,1988154643,5006624292,0,644499288,False,5.81,"LINESTRING (103.9238821 1.3936064, 103.9239186 1.3936438)",,service,,,,,,,,,,,
9125,1988154643,3055715907,0,644499290,False,193.762,"LINESTRING (103.9238821 1.3936064, 103.9227303 1.3949143)",Pasir Ris Farmway 3,service,,,,,,,,,,,
9126,1988154662,1988154675,0,188187759,False,8.537,"LINESTRING (103.9237371 1.3944595, 103.9237663 1.3945172, 103.9237771 1.3945117)",,,,,,,,,,,,,
9127,1988154662,1988154675,1,188187759,False,22.369,"LINESTRING (103.9237371 1.3944595, 103.9238035 1.3944259, 103.9238299 1.3944782, 103.9238157 1.3944855, 103.9238184 1.3944908, 103.9237771 1.3945117)",,,,,,,,,,,,,
9128,1988154662,1988154797,0,188187768,False,172.66200000000003,"LINESTRING (103.9237371 1.3944595, 103.9236296 1.3944586, 103.9235509 1.3944875, 103.9234631 1.3945386, 103.923433 1.3945844, 103.9234409 1.3946447, 103.9234566 1.3947063, 103.9234526 1.3947836, 103.9234042 1.3948792, 103.9233924 1.3950574, 103.9233661 1.3950915, 103.9233334 1.3951033, 103.9231984 1.3950613, 103.9231512 1.3950574, 103.9230988 1.3950745, 103.9230621 1.395119, 103.9230398 1.3951806, 103.9230555 1.3952356, 103.9230726 1.3952998, 103.9230817 1.3953824, 103.9230909 1.3954138, 103.9231145 1.3954374)",,path,,,,,,,,,,,
9129,1988154675,1988154662,0,188187759,False,22.369,"LINESTRING (103.9237771 1.3945117, 103.9238184 1.3944908, 103.9238157 1.3944855, 103.9238299 1.3944782, 103.9238035 1.3944259, 103.9237371 1.3944595)",,,,,,,,,,,,,
9130,1988154675,1988154662,1,188187759,False,8.537,"LINESTRING (103.9237771 1.3945117, 103.9237663 1.3945172, 103.9237371 1.3944595)",,,,,,,,,,,,,
9131,1988154675,1988154775,0,188187764,False,84.931,"LINESTRING (103.9237771 1.3945117, 103.9237436 1.3945687, 103.9237357 1.3946224, 103.923682 1.3946905, 103.9236375 1.3947692, 103.9236139 1.3948517, 103.9235955 1.3949644, 103.9235981 1.3950745, 103.9235968 1.3951295, 103.9235698 1.395227)",,path,,,,,,,,,,,
9132,1988154676,1988154777,0,188187765,False,163.17699999999996,"LINESTRING (103.923876 1.3945268, 103.9239494 1.3946014, 103.9240097 1.3946539, 103.9240857 1.3947089, 103.9241722 1.39476, 103.9242548 1.3947954, 103.9243491 1.3948294, 103.9244487 1.3948556, 103.9245418 1.3948714, 103.924648 1.3949002, 103.9247541 1.3949382, 103.9248223 1.394967, 103.9249153 1.3950325, 103.9249782 1.3950993, 103.9250307 1.395174, 103.9250852 1.395267)",,service,,,,,,,,,,,
9133,1988154726,5006624292,0,644499288,False,226.84399999999997,"LINESTRING (103.9253713 1.3950045, 103.9252718 1.3948556, 103.925087 1.3946905, 103.9249599 1.394591, 103.924855 1.3945359, 103.9247554 1.3945071, 103.924648 1.3944652, 103.924551 1.394397, 103.924471 1.3943184, 103.9243963 1.3942057, 103.9243426 1.3940826, 103.924319 1.3940328, 103.9242875 1.3939922, 103.9241027 1.3938323, 103.9239186 1.3936438)",,service,,,,,,,,,,,
9134,1988154726,1988154802,0,644505390,False,81.465,"LINESTRING (103.9253713 1.3950045, 103.9253833 1.395028, 103.925395 1.3950404, 103.9259243 1.395482)",,service,,,,,,,,,,,
9135,1988154726,1988154777,0,644505392,False,43.378,"LINESTRING (103.9253713 1.3950045, 103.9253478 1.395029, 103.9252915 1.3950876, 103.925222 1.3951649, 103.9251657 1.3952133, 103.9250852 1.395267)",,service,,,,,,,,,,,
9136,1988154775,1988154811,0,188187763,False,151.347,"LINESTRING (103.9235698 1.395227, 103.9236886 1.3952998, 103.9237987 1.3953535, 103.9239127 1.3953889, 103.9240503 1.3954046, 103.9241787 1.3954164, 103.924302 1.3954164, 103.9244068 1.3954322, 103.9244946 1.3954479, 103.924589 1.3954846, 103.9247017 1.3955422, 103.9247685 1.3955815, 103.9248383 1.3956367)",,path,,,,,,,,,,,
9137,1988154775,1988154675,0,188187764,False,84.931,"LINESTRING (103.9235698 1.395227, 103.9235968 1.3951295, 103.9235981 1.3950745, 103.9235955 1.3949644, 103.9236139 1.3948517, 103.9236375 1.3947692, 103.923682 1.3946905, 103.9237357 1.3946224, 103.9237436 1.3945687, 103.9237771 1.3945117)",,path,,,,,,,,,,,
9138,1988154775,1988154806,0,188187764,False,40.46,"LINESTRING (103.9235698 1.395227, 103.9235064 1.3954557, 103.9234356 1.3955606)",,path,,,,,,,,,,,
9139,1988154777,1988154676,0,188187765,False,163.17700000000002,"LINESTRING (103.9250852 1.395267, 103.9250307 1.395174, 103.9249782 1.3950993, 103.9249153 1.3950325, 103.9248223 1.394967, 103.9247541 1.3949382, 103.924648 1.3949002, 103.9245418 1.3948714, 103.9244487 1.3948556, 103.9243491 1.3948294, 103.9242548 1.3947954, 103.9241722 1.39476, 103.9240857 1.3947089, 103.9240097 1.3946539, 103.9239494 1.3946014, 103.923876 1.3945268)",,service,,,,,,,,,,,
9140,1988154777,1988154811,0,644505391,False,50.575,"LINESTRING (103.9250852 1.395267, 103.9250438 1.3952946, 103.9250045 1.3953444, 103.9249664 1.3954112, 103.9249442 1.3954754, 103.9249271 1.3955304, 103.9248839 1.3955933, 103.9248383 1.3956367)",,service,,,,,,,,,,,
9141,1988154777,1988154726,0,644505392,False,43.378,"LINESTRING (103.9250852 1.395267, 103.9251657 1.3952133, 103.925222 1.3951649, 103.9252915 1.3950876, 103.9253478 1.395029, 103.9253713 1.3950045)",,service,,,,,,,,,,,
9142,250074521,242967203,0,655138269,True,63.538,"LINESTRING (103.8950718 1.3928003, 103.8945345 1.3929952)",Sengkang East Way,secondary,60,3,,,,,,,,,
9143,250074521,6195963847,0,627980048,True,32.474000000000004,"LINESTRING (103.8950718 1.3928003, 103.8949156 1.3927407, 103.8948099 1.3926741)",Sengkang Square,residential,50,2,,,,,,,,,
9144,5178381728,5178381732,0,533820193,False,14.245,"LINESTRING (103.9007875 1.3865294, 103.9007454 1.3864084)",,service,,2,,parking_aisle,,,,,,,
9145,5178381728,375775415,0,"[626310249, 478299267, 478299268]",True,108.12799999999999,"LINESTRING (103.9007875 1.3865294, 103.9007157 1.3865549, 103.9004217 1.3866439, 103.8998596 1.3868209)",Compassvale Drive,tertiary,50,"['4', '2']",,,,,,,,,
9146,5178381729,5178381732,0,646234155,False,56.331,"LINESTRING (103.9012144 1.3862174, 103.9010002 1.386297, 103.9009011 1.3863359, 103.9007454 1.3864084)",,service,,,,parking_aisle,,,,,,,
9147,1988154797,1378199157,0,188187764,False,6.164,"LINESTRING (103.9231145 1.3954374, 103.9230698 1.3954702)",,path,,,,,,,,,,,
9148,1988154797,1988154806,0,188187764,False,38.325,"LINESTRING (103.9231145 1.3954374, 103.9231735 1.3954702, 103.9234356 1.3955606)",,path,,,,,,,,,,,
9149,1988154797,1988154662,0,188187768,False,172.66199999999998,"LINESTRING (103.9231145 1.3954374, 103.9230909 1.3954138, 103.9230817 1.3953824, 103.9230726 1.3952998, 103.9230555 1.3952356, 103.9230398 1.3951806, 103.9230621 1.395119, 103.9230988 1.3950745, 103.9231512 1.3950574, 103.9231984 1.3950613, 103.9233334 1.3951033, 103.9233661 1.3950915, 103.9233924 1.3950574, 103.9234042 1.3948792, 103.9234526 1.3947836, 103.9234566 1.3947063, 103.9234409 1.3946447, 103.923433 1.3945844, 103.9234631 1.3945386, 103.9235509 1.3944875, 103.9236296 1.3944586, 103.9237371 1.3944595)",,path,,,,,,,,,,,
9150,1988154802,1988154853,0,188187767,False,94.23,"LINESTRING (103.9259243 1.395482, 103.9253759 1.3961282)",,service,,,,,,,,,,,
9151,1988154802,1988154726,0,644505390,False,81.46499999999999,"LINESTRING (103.9259243 1.395482, 103.925395 1.3950404, 103.9253833 1.395028, 103.9253713 1.3950045)",,service,,,,,,,,,,,
9152,1988154802,1988154862,0,644507042,False,121.191,"LINESTRING (103.9259243 1.395482, 103.9260766 1.395609, 103.9260989 1.3956366, 103.9261159 1.3956732, 103.9261238 1.3957204, 103.9261238 1.3957702, 103.9261028 1.3958134, 103.9256673 1.3963228)",,service,,,,,,,,,,,
9153,1988154806,1988154775,0,188187764,False,40.46,"LINESTRING (103.9234356 1.3955606, 103.9235064 1.3954557, 103.9235698 1.395227)",,path,,,,,,,,,,,
9154,1988154806,1988154797,0,188187764,False,38.325,"LINESTRING (103.9234356 1.3955606, 103.9231735 1.3954702, 103.9231145 1.3954374)",,path,,,,,,,,,,,
9155,1988154806,1988154837,0,188187766,False,212.31300000000002,"LINESTRING (103.9234356 1.3955606, 103.923336 1.3957807, 103.9233386 1.3958265, 103.9233793 1.3958907, 103.9234264 1.3959536, 103.9235011 1.3960283, 103.9235523 1.3961017, 103.9235876 1.3961725, 103.9236335 1.3962, 103.9236741 1.3961882, 103.9238196 1.3961279, 103.9239284 1.3960965, 103.9240424 1.3960925, 103.9241958 1.3961017, 103.9243059 1.3961069, 103.9244081 1.3960978, 103.9245261 1.3960716, 103.9246335 1.396044, 103.9247351 1.395991)",,path,,,,,,,,,,,
9156,1988154811,1988154775,0,188187763,False,151.347,"LINESTRING (103.9248383 1.3956367, 103.9247685 1.3955815, 103.9247017 1.3955422, 103.924589 1.3954846, 103.9244946 1.3954479, 103.9244068 1.3954322, 103.924302 1.3954164, 103.9241787 1.3954164, 103.9240503 1.3954046, 103.9239127 1.3953889, 103.9237987 1.3953535, 103.9236886 1.3952998, 103.9235698 1.395227)",,path,,,,,,,,,,,
9157,1988154811,1988154837,0,188187769,False,46.873000000000005,"LINESTRING (103.9248383 1.3956367, 103.9248288 1.3956457, 103.9247554 1.3956916, 103.9247187 1.3957505, 103.9246965 1.3958265, 103.9246991 1.3959012, 103.9247122 1.3959589, 103.9247351 1.395991)",,service,,,,,,,,,,,
9158,1988154811,1988154853,0,188187770,False,81.181,"LINESTRING (103.9248383 1.3956367, 103.9248799 1.3956916, 103.9249271 1.395744, 103.9249848 1.3957938, 103.9253759 1.3961282)",,service,,,,,,,,,,,
9159,1988154811,1988154777,0,644505391,False,50.575,"LINESTRING (103.9248383 1.3956367, 103.9248839 1.3955933, 103.9249271 1.3955304, 103.9249442 1.3954754, 103.9249664 1.3954112, 103.9250045 1.3953444, 103.9250438 1.3952946, 103.9250852 1.395267)",,service,,,,,,,,,,,
9160,5178381758,5178381757,0,533820205,False,101.686,"LINESTRING (103.8975861 1.3890671, 103.8984504 1.3887676)",,service,,,,parking_aisle,,,,,,,
9161,5178381760,5178381757,0,646237824,False,47.842,"LINESTRING (103.8985837 1.3891767, 103.8984504 1.3887676)",,service,,,,parking_aisle,,,,,,,
9162,5178381760,5104038787,0,"[464813514, 524496255]",False,272.33099999999996,"LINESTRING (103.8985837 1.3891767, 103.8986177 1.3891632, 103.8986546 1.3891452, 103.898686 1.3891089, 103.8987599 1.3890094, 103.8987913 1.388967, 103.8988399 1.3889319, 103.900118 1.3884846, 103.9001504 1.3884657, 103.900165 1.3884267, 103.9001614 1.3883876, 103.8999634 1.3878056)",,service,,2,,parking_aisle,,,,,,,
9163,5178381760,4598855740,0,"[646259312, 672014647]",False,60.586999999999996,"LINESTRING (103.8985837 1.3891767, 103.8981919 1.3893058, 103.8980653 1.3893449)",,service,,2,,parking_aisle,,,,,,,
9164,1840895433,1841111378,0,173270724,False,47.418,"LINESTRING (103.9225845 1.3957424, 103.9222527 1.3954744)",Lorong Halus Park Connector,cycleway,,,,,,,,,,,
9165,1840895433,5256650660,0,"[543779652, 543779653, 301503918]",False,56.925,"LINESTRING (103.9225845 1.3957424, 103.922663 1.395648, 103.9226831 1.3956406, 103.9227053 1.395646, 103.9227526 1.3956865, 103.9227703 1.3956869, 103.9227831 1.3956812, 103.9228206 1.3956359, 103.9228608 1.3955816, 103.9229342 1.3954809)",,footway,,,,,,,,yes,,,
9166,1840895433,1760541911,0,"[591470170, 591470171]",False,185.087,"LINESTRING (103.9225845 1.3957424, 103.9215934 1.3969628, 103.9215351 1.3970347)",Lorong Halus Bridge,cycleway,,,,,,,,yes,,,
9167,1840895433,3849480323,0,"[591470172, 381783541]",False,939.6070000000001,"LINESTRING (103.9225845 1.3957424, 103.9227918 1.3959034, 103.9236206 1.3965898, 103.9245339 1.397232, 103.924857 1.3974104, 103.9252715 1.3976101, 103.9260198 1.3979802, 103.9285907 1.3990152, 103.9287047 1.3990527, 103.9292842 1.3991173, 103.9295925 1.3991627, 103.9296851 1.3991533, 103.9297789 1.3991211, 103.9298366 1.399101, 103.929905 1.3990983, 103.9301255 1.3991433)",Lorong Halus Park Connector,"['track', 'footway']",,,,,,,,,,,
9168,1988154837,1988154806,0,188187766,False,212.313,"LINESTRING (103.9247351 1.395991, 103.9246335 1.396044, 103.9245261 1.3960716, 103.9244081 1.3960978, 103.9243059 1.3961069, 103.9241958 1.3961017, 103.9240424 1.3960925, 103.9239284 1.3960965, 103.9238196 1.3961279, 103.9236741 1.3961882, 103.9236335 1.3962, 103.9235876 1.3961725, 103.9235523 1.3961017, 103.9235011 1.3960283, 103.9234264 1.3959536, 103.9233793 1.3958907, 103.9233386 1.3958265, 103.923336 1.3957807, 103.9234356 1.3955606)",,path,,,,,,,,,,,
9169,1988154837,1988154860,0,188187769,False,50.645,"LINESTRING (103.9247351 1.395991, 103.9247515 1.3960139, 103.9248039 1.3960585, 103.9248577 1.3960742, 103.9249062 1.3960938, 103.9249494 1.39612, 103.9249874 1.3961554, 103.9250228 1.3962039, 103.9250763 1.3962734)",,service,,,,,,,,,,,
9170,1988154837,1988154811,0,188187769,False,46.873000000000005,"LINESTRING (103.9247351 1.395991, 103.9247122 1.3959589, 103.9246991 1.3959012, 103.9246965 1.3958265, 103.9247187 1.3957505, 103.9247554 1.3956916, 103.9248288 1.3956457, 103.9248383 1.3956367)",,service,,,,,,,,,,,
9171,1988154853,1988154802,0,188187767,False,94.23,"LINESTRING (103.9253759 1.3961282, 103.9259243 1.395482)",,service,,,,,,,,,,,
9172,1988154853,1988154811,0,188187770,False,81.181,"LINESTRING (103.9253759 1.3961282, 103.9249848 1.3957938, 103.9249271 1.395744, 103.9248799 1.3956916, 103.9248383 1.3956367)",,service,,,,,,,,,,,
9173,1988154853,1988154862,0,644507041,False,39.372,"LINESTRING (103.9253759 1.3961282, 103.9255287 1.3962589, 103.9256087 1.3963022, 103.9256673 1.3963228)",,service,,,,,,,,,,,
9174,1988154860,1988154880,0,188187762,False,123.256,"LINESTRING (103.9250763 1.3962734, 103.9249756 1.3963349, 103.924897 1.3963808, 103.9247908 1.3964175, 103.9246729 1.3964476, 103.9245392 1.3964751, 103.9244081 1.3964987, 103.9243177 1.3965275, 103.9242168 1.3965773, 103.9241499 1.3966245, 103.92407 1.3966952)",,service,,,,,,,,,,,
9175,1988154860,1988154837,0,188187769,False,50.644999999999996,"LINESTRING (103.9250763 1.3962734, 103.9250228 1.3962039, 103.9249874 1.3961554, 103.9249494 1.39612, 103.9249062 1.3960938, 103.9248577 1.3960742, 103.9248039 1.3960585, 103.9247515 1.3960139, 103.9247351 1.395991)",,service,,,,,,,,,,,
9176,1988154860,1988154862,0,644507040,False,86.231,"LINESTRING (103.9250763 1.3962734, 103.9251368 1.396352, 103.9251801 1.3964031, 103.9252522 1.3964555, 103.9253269 1.3965, 103.9253675 1.3965249, 103.9254265 1.3965288, 103.9254763 1.3965197, 103.9255327 1.3964804, 103.9256673 1.3963228)",,service,,,,,,,,,,,
9177,1988154862,1988154860,0,644507040,False,86.23100000000002,"LINESTRING (103.9256673 1.3963228, 103.9255327 1.3964804, 103.9254763 1.3965197, 103.9254265 1.3965288, 103.9253675 1.3965249, 103.9253269 1.3965, 103.9252522 1.3964555, 103.9251801 1.3964031, 103.9251368 1.396352, 103.9250763 1.3962734)",,service,,,,,,,,,,,
9178,1988154862,1988154853,0,644507041,False,39.372,"LINESTRING (103.9256673 1.3963228, 103.9256087 1.3963022, 103.9255287 1.3962589, 103.9253759 1.3961282)",,service,,,,,,,,,,,
9179,1988154862,1988154802,0,644507042,False,121.19099999999997,"LINESTRING (103.9256673 1.3963228, 103.9261028 1.3958134, 103.9261238 1.3957702, 103.9261238 1.3957204, 103.9261159 1.3956732, 103.9260989 1.3956366, 103.9260766 1.395609, 103.9259243 1.395482)",,service,,,,,,,,,,,
9180,369939966,369939974,0,535780410,False,13.269,"LINESTRING (103.8929513 1.3964871, 103.8929869 1.396601)",Anchorvale Crescent,residential,50,3,,,,,,,,,
