,osmid,geometry,x,y,highway,ref
5278671036,5278671036,POINT (103.8924496 1.389567499999987),103.8924496,1.3895675,crossing,
5278671037,5278671037,POINT (103.8921883 1.389500199999997),103.8921883,1.3895002,crossing,
5278671038,5278671038,POINT (103.8922237 1.389588599999994),103.8922237,1.3895886,crossing,
5278671039,5278671039,POINT (103.8924872 1.389555099999987),103.8924872,1.3895551,,
5278671040,5278671040,POINT (103.8924243 1.389369599999992),103.8924243,1.3893696,,
5278671041,5278671041,POINT (103.891119 1.389825300000002),103.891119,1.3898253,,
5278671049,5278671049,POINT (103.8895378 1.390435599999987),103.8895378,1.3904356,crossing,
5278671050,5278671050,POINT (103.8895672 1.390520599999986),103.8895672,1.3905206,crossing,
5278671053,5278671053,POINT (103.8895427 1.390605299999983),103.8895427,1.3906053,crossing,
5278671056,5278671056,POINT (103.8896592 1.390617499999989),103.8896592,1.3906175,crossing,
5278671062,5278671062,POINT (103.8899576 1.391986399999991),103.8899576,1.3919864,,
5278671066,5278671066,POINT (103.8904841 1.394285199999988),103.8904841,1.3942852,crossing,
5278671067,5278671067,POINT (103.8904711 1.394162899999992),103.8904711,1.3941629,crossing,
5278671068,5278671068,POINT (103.8904966 1.394086799999984),103.8904966,1.3940868,crossing,
5278671069,5278671069,POINT (103.890576 1.394078399999988),103.890576,1.3940784,crossing,
5278671070,5278671070,POINT (103.8906043 1.394148999999981),103.8906043,1.394149,crossing,
5278671071,5278671071,POINT (103.8906174 1.394273399999992),103.8906174,1.3942734,crossing,
5278671072,5278671072,POINT (103.8905984 1.394361299999991),103.8905984,1.3943613,crossing,
5278671073,5278671073,POINT (103.8905301 1.39436859999998),103.8905301,1.3943686,crossing,
5278671075,5278671075,POINT (103.8906834 1.394387499999985),103.8906834,1.3943875,crossing,
6651388130,6651388130,POINT (103.914827 1.39921759999998),103.914827,1.3992176,,
6651388129,6651388129,POINT (103.9149342 1.399362399999987),103.9149342,1.3993624,,
4946665702,4946665702,POINT (103.9061918 1.417160699999986),103.9061918,1.4171607,,
5278671090,5278671090,POINT (103.8908168 1.396919499999995),103.8908168,1.3969195,crossing,
5278671091,5278671091,POINT (103.8909636 1.396900099999983),103.8909636,1.3969001,crossing,
5278671092,5278671092,POINT (103.8908314 1.397032399999986),103.8908314,1.3970324,crossing,
5278671093,5278671093,POINT (103.8909835 1.39700899999998),103.8909835,1.397009,crossing,
5278671106,5278671106,POINT (103.8907756 1.39539529999999),103.8907756,1.3953953,,
5278671108,5278671108,POINT (103.8908888 1.396846199999982),103.8908888,1.3968462,crossing,
5278671112,5278671112,POINT (103.8947009 1.395777999999987),103.8947009,1.395778,crossing,
5278671113,5278671113,POINT (103.8947465 1.396131699999996),103.8947465,1.3961317,,
5278671114,5278671114,POINT (103.8946615 1.395871999999996),103.8946615,1.395872,,
5278671115,5278671115,POINT (103.8944164 1.39595659999999),103.8944164,1.3959566,,
5278671116,5278671116,POINT (103.8945104 1.396220399999988),103.8945104,1.3962204,,
5278671118,5278671118,POINT (103.8937385 1.393173699999999),103.8937385,1.3931737,,
5278671119,5278671119,POINT (103.893824 1.393425899999992),103.893824,1.3934259,,
5015085328,5015085328,POINT (103.8885123 1.387795099999987),103.8885123,1.3877951,,
5278671120,5278671120,POINT (103.8935642 1.393513899999984),103.8935642,1.3935139,,
5278671121,5278671121,POINT (103.8934787 1.393261699999977),103.8934787,1.3932617,,
5278671125,5278671125,POINT (103.8905966 1.394076199999982),103.8905966,1.3940762,,
5278671127,5278671127,POINT (103.8909519 1.396836499999993),103.8909519,1.3968365,,
5278671128,5278671128,POINT (103.8908091 1.39686029999998),103.8908091,1.3968603,,
5278671133,5278671133,POINT (103.8922432 1.38963739999999),103.8922432,1.3896374,,
5278671132,5278671132,POINT (103.8921704 1.389455299999987),103.8921704,1.3894553,,
5278671154,5278671154,POINT (103.8896787 1.390625399999978),103.8896787,1.3906254,,
5278671155,5278671155,POINT (103.8894499 1.390633399999987),103.8894499,1.3906334,,
5278671156,5278671156,POINT (103.8895914 1.390590499999983),103.8895914,1.3905905,,
5278671157,5278671157,POINT (103.8893842 1.390426599999977),103.8893842,1.3904266,,
5278671158,5278671158,POINT (103.889519 1.390380999999983),103.889519,1.390381,,
6881812805,6881812805,POINT (103.8946454 1.392177599999983),103.8946454,1.3921776,,
1841111378,1841111378,POINT (103.9222527 1.395474399999985),103.9222527,1.3954744,,
1841111382,1841111382,POINT (103.9199361 1.392874099999985),103.9199361,1.3928741,,
1841111385,1841111385,POINT (103.9225561 1.379083399999983),103.9225561,1.3790834,,
369172848,369172848,POINT (103.903436 1.396479499999987),103.903436,1.3964795,traffic_signals,
369172927,369172927,POINT (103.9031597 1.395989399999993),103.9031597,1.3959894,,
5421605322,5421605322,POINT (103.8901518 1.399390399999989),103.8901518,1.3993904,,
5421605324,5421605324,POINT (103.8897682 1.399370500000008),103.8897682,1.3993705,,
5421605328,5421605328,POINT (103.8960226 1.392663200000003),103.8960226,1.3926632,,
1754669762,1754669762,POINT (103.8966348 1.409630199999981),103.8966348,1.4096302,,
1754669765,1754669765,POINT (103.8959293 1.409836699999989),103.8959293,1.4098367,,
4697957131,4697957131,POINT (103.9070557 1.398567699999987),103.9070557,1.3985677,,
4697957134,4697957134,POINT (103.9074042 1.398579199999994),103.9074042,1.3985792,,
242950993,242950993,POINT (103.9015774 1.390967099999982),103.9015774,1.3909671,traffic_signals,
242951071,242951071,POINT (103.9013527 1.392069399999978),103.9013527,1.3920694,,
5516043201,5516043201,POINT (103.8971012 1.397693399999992),103.8971012,1.3976934,,
1841652983,1841652983,POINT (103.8942334 1.408388199999982),103.8942334,1.4083882,,
1841652984,1841652984,POINT (103.8942114 1.408390099999981),103.8942114,1.4083901,,
4321715217,4321715217,POINT (103.9145249 1.397087999999987),103.9145249,1.397088,,
1841652994,1841652994,POINT (103.8948116 1.408900199999991),103.8948116,1.4089002,,
7062103093,7062103093,POINT (103.8939165 1.395124499999986),103.8939165,1.3951245,,
6532048046,6532048046,POINT (103.9112497 1.396072699999993),103.9112497,1.3960727,,
6532048047,6532048047,POINT (103.9109042 1.396335799999987),103.9109042,1.3963358,,
135079149,135079149,POINT (103.9025279 1.397396199999983),103.9025279,1.3973962,motorway_junction,10
135079181,135079181,POINT (103.9058425 1.395167400000001),103.9058425,1.3951674,motorway_junction,9
369173840,369173840,POINT (103.8980199 1.399805599999984),103.8980199,1.3998056,,
135079306,135079306,POINT (103.8921205 1.400396500000001),103.8921205,1.4003965,,
370746847,370746847,POINT (103.8904953 1.392790299999985),103.8904953,1.3927903,,
135079396,135079396,POINT (103.8967884 1.399677699999991),103.8967884,1.3996777,,
6054290931,6054290931,POINT (103.9135569 1.406521799999989),103.9135569,1.4065218,,
6054290932,6054290932,POINT (103.9146164 1.407741799999992),103.9146164,1.4077418,,
6054290948,6054290948,POINT (103.9137688 1.406315299999991),103.9137688,1.4063153,,
6054290949,6054290949,POINT (103.9136409 1.406176999999987),103.9136409,1.406177,,
370222638,370222638,POINT (103.8901751 1.391829300000003),103.8901751,1.3918293,,
6958977527,6958977527,POINT (103.9135499 1.410760099999998),103.9135499,1.4107601,,
369174139,369174139,POINT (103.9000306 1.399110399999996),103.9000306,1.3991104,,
370747007,370747007,POINT (103.8926253 1.391918999999983),103.8926253,1.391919,,
5256324756,5256324756,POINT (103.9007534 1.389734799999992),103.9007534,1.3897348,,
5256324759,5256324759,POINT (103.900539 1.388496299999983),103.900539,1.3884963,,
5256324764,5256324764,POINT (103.9005691 1.389097299999982),103.9005691,1.3890973,,
5256324765,5256324765,POINT (103.8975763 1.389506899999994),103.8975763,1.3895069,,
5256324767,5256324767,POINT (103.8973658 1.388377999999991),103.8973658,1.388378,,
5256324763,5256324763,POINT (103.9006703 1.389064500000003),103.9006703,1.3890645,,
369174181,369174181,POINT (103.9042598 1.3969357),103.9042598,1.3969357,,
6958977545,6958977545,POINT (103.9112074 1.413168999999989),103.9112074,1.413169,,
6191130305,6191130305,POINT (103.8989667 1.408756200000002),103.8989667,1.4087562,crossing,
5218641608,5218641608,POINT (103.9252072 1.392369499999991),103.9252072,1.3923695,,
5218641609,5218641609,POINT (103.9256511 1.39198699999999),103.9256511,1.391987,,
6191130314,6191130314,POINT (103.8982327 1.408230099999978),103.8982327,1.4082301,crossing,
6191130315,6191130315,POINT (103.8975189 1.405607599999998),103.8975189,1.4056076,,
3036817164,3036817164,POINT (103.9219873 1.392264599999985),103.9219873,1.3922646,,
3036817171,3036817171,POINT (103.9238052 1.393074699999989),103.9238052,1.3930747,,
3036817174,3036817174,POINT (103.9223853 1.392195199999997),103.9223853,1.3921952,,
3036817210,3036817210,POINT (103.9249954 1.391022200000002),103.9249954,1.3910222,,
3036817211,3036817211,POINT (103.9224253 1.392580299999991),103.9224253,1.3925803,,
3036817220,3036817220,POINT (103.92334 1.390850199999994),103.92334,1.3908502,,
3036817232,3036817232,POINT (103.9238869 1.392926299999988),103.9238869,1.3929263,,
6191064941,6191064941,POINT (103.8928718 1.396801599999981),103.8928718,1.3968016,,
6191064942,6191064942,POINT (103.8929055 1.396725199999987),103.8929055,1.3967252,crossing,
6191064945,6191064945,POINT (103.8930017 1.396643299999995),103.8930017,1.3966433,crossing,
6191064940,6191064940,POINT (103.8910966 1.386394399999983),103.8910966,1.3863944,,
6191064953,6191064953,POINT (103.8937759 1.396417799999999),103.8937759,1.3964178,,
6191064958,6191064958,POINT (103.8936397 1.396198299999984),103.8936397,1.3961983,,
369174479,369174479,POINT (103.9038324 1.397248399999992),103.9038324,1.3972484,traffic_signals,
242952212,242952212,POINT (103.8978996 1.391821199999993),103.8978996,1.3918212,traffic_signals,
242952222,242952222,POINT (103.8966823 1.392260699999994),103.8966823,1.3922607,,
4003660600,4003660600,POINT (103.8891505 1.402971799999982),103.8891505,1.4029718,,
6543124543,6543124543,POINT (103.9022239 1.405382799999996),103.9022239,1.4053828,,
242952267,242952267,POINT (103.8937054 1.393274299999991),103.8937054,1.3932743,traffic_signals,
369174639,369174639,POINT (103.9040452 1.396126399999992),103.9040452,1.3961264,,
3058313330,3058313330,POINT (103.9076327 1.406190099999993),103.9076327,1.4061901,crossing,
4003660616,4003660616,POINT (103.8892815 1.403057299999993),103.8892815,1.4030573,,
3058378914,3058378914,POINT (103.8959946 1.403306399999986),103.8959946,1.4033064,,
5278410926,5278410926,POINT (103.9063845 1.418621999999988),103.9063845,1.418622,,
5177288921,5177288921,POINT (103.9014163 1.399603999999991),103.9014163,1.399604,,
5177288922,5177288922,POINT (103.9013348 1.399686399999995),103.9013348,1.3996864,,
5177288926,5177288926,POINT (103.9011983 1.400120999999986),103.9011983,1.400121,,
5177288927,5177288927,POINT (103.9015177 1.399724899999982),103.9015177,1.3997249,,
5177288941,5177288941,POINT (103.8997775 1.399515000000006),103.8997775,1.399515,,
5177288945,5177288945,POINT (103.900385 1.400300399999988),103.900385,1.4003004,,
5177288947,5177288947,POINT (103.9047259 1.405364599999999),103.9047259,1.4053646,,
5177288948,5177288948,POINT (103.9044941 1.405493599999993),103.9044941,1.4054936,,
5177288954,5177288954,POINT (103.9050442 1.405987599999998),103.9050442,1.4059876,,
5742340349,5742340349,POINT (103.9096091 1.416363199999995),103.9096091,1.4163632,,
5742340353,5742340353,POINT (103.9117195 1.416176200000002),103.9117195,1.4161762,,
6646802858,6646802858,POINT (103.9117163 1.394743799999983),103.9117163,1.3947438,,
6646802859,6646802859,POINT (103.9117786 1.394820099999993),103.9117786,1.3948201,,
4598671860,4598671860,POINT (103.8952353 1.406201199999991),103.8952353,1.4062012,,
4598671863,4598671863,POINT (103.8955874 1.406436000000002),103.8955874,1.406436,,
4598671864,4598671864,POINT (103.8956921 1.406539200000009),103.8956921,1.4065392,,
4598671867,4598671867,POINT (103.8953735 1.406949699999989),103.8953735,1.4069497,,
4598671868,4598671868,POINT (103.8991207 1.40275269999999),103.8991207,1.4027527,,
4598671872,4598671872,POINT (103.899555 1.402952200000001),103.899555,1.4029522,,
4598671873,4598671873,POINT (103.8998156 1.402516699999994),103.8998156,1.4025167,,
4598671877,4598671877,POINT (103.8996769 1.402913399999982),103.8996769,1.4029134,,
4598671878,4598671878,POINT (103.8990886 1.402604199999998),103.8990886,1.4026042,,
4598671882,4598671882,POINT (103.8992737 1.402191199999988),103.8992737,1.4021912,,
4598671883,4598671883,POINT (103.8998756 1.402300799999983),103.8998756,1.4023008,,
4598671886,4598671886,POINT (103.8993808 1.402236999999998),103.8993808,1.402237,,
4598671888,4598671888,POINT (103.9021965 1.401821399999996),103.9021965,1.4018214,,
6531459625,6531459625,POINT (103.8961427 1.399104499999983),103.8961427,1.3991045,,
6531459633,6531459633,POINT (103.8970275 1.398921799999995),103.8970275,1.3989218,,
5211630221,5211630221,POINT (103.9082367 1.395734299999998),103.9082367,1.3957343,,
3058248386,3058248386,POINT (103.9045018 1.411908699999981),103.9045018,1.4119087,,
3058248393,3058248393,POINT (103.9040765 1.411956799999986),103.9040765,1.4119568,,
3057396496,3057396496,POINT (103.9062349 1.404523199999977),103.9062349,1.4045232,,
3057396504,3057396504,POINT (103.9064427 1.404701500000001),103.9064427,1.4047015,,
4598672192,4598672192,POINT (103.9018035 1.401680600000003),103.9018035,1.4016806,,
4598672193,4598672193,POINT (103.9017357 1.401517399999988),103.9017357,1.4015174,,
4598672197,4598672197,POINT (103.90181 1.401176799999988),103.90181,1.4011768,,
4598672198,4598672198,POINT (103.9019164 1.401151599999997),103.9019164,1.4011516,,
4598672202,4598672202,POINT (103.9022935 1.401263899999983),103.9022935,1.4012639,,
4598672203,4598672203,POINT (103.9023476 1.401385399999989),103.9023476,1.4013854,,
4598672207,4598672207,POINT (103.9022654 1.40178609999999),103.9022654,1.4017861,,
4598672209,4598672209,POINT (103.9013464 1.400128599999992),103.9013464,1.4001286,,
4598672210,4598672210,POINT (103.9028788 1.404494799999985),103.9028788,1.4044948,,
5256260433,5256260433,POINT (103.9047955 1.388179500000009),103.9047955,1.3881795,,
4598672221,4598672221,POINT (103.9006951 1.405710899999996),103.9006951,1.4057109,,
4598672225,4598672225,POINT (103.9007845 1.40563980000001),103.9007845,1.4056398,,
4598672229,4598672229,POINT (103.901183 1.405789799999995),103.901183,1.4057898,,
4598672255,4598672255,POINT (103.8912948 1.404128799999991),103.8912948,1.4041288,traffic_signals,
4598672270,4598672270,POINT (103.9040116 1.40787139999999),103.9040116,1.4078714,,
6651390871,6651390871,POINT (103.9147653 1.399859800000001),103.9147653,1.3998598,,
6651390872,6651390872,POINT (103.9145815 1.399979099999994),103.9145815,1.3999791,,
6953315291,6953315291,POINT (103.8965394 1.394895399999987),103.8965394,1.3948954,,
6953315293,6953315293,POINT (103.8967819 1.394887999999986),103.8967819,1.394888,,
6953315295,6953315295,POINT (103.8968892 1.394849799999988),103.8968892,1.3948498,,
6953315296,6953315296,POINT (103.8968778 1.394790399999986),103.8968778,1.3947904,,
6953315309,6953315309,POINT (103.8970437 1.394985799999992),103.8970437,1.3949858,,
6953315310,6953315310,POINT (103.8969778 1.394958799999992),103.8969778,1.3949588,,
6953315335,6953315335,POINT (103.8963181 1.394869899999994),103.8963181,1.3948699,,
6953315346,6953315346,POINT (103.8964065 1.395178099999989),103.8964065,1.3951781,,
6953315351,6953315351,POINT (103.8962843 1.394997299999981),103.8962843,1.3949973,,
6953315355,6953315355,POINT (103.8965171 1.395425999999988),103.8965171,1.395426,,
6953315363,6953315363,POINT (103.8969369 1.395148399999996),103.8969369,1.3951484,,
6953315364,6953315364,POINT (103.8961563 1.394826299999986),103.8961563,1.3948263,,
6953315370,6953315370,POINT (103.8961343 1.395001799999993),103.8961343,1.3950018,,
6953315372,6953315372,POINT (103.8967849 1.394600599999985),103.8967849,1.3946006,,
6953315375,6953315375,POINT (103.8968325 1.394487299999997),103.8968325,1.3944873,,
6953315382,6953315382,POINT (103.8969599 1.394389199999986),103.8969599,1.3943892,,
370748482,370748482,POINT (103.89196 1.39115809999999),103.89196,1.3911581,,
370748483,370748483,POINT (103.8924009 1.391252199999979),103.8924009,1.3912522,,
6953315404,6953315404,POINT (103.8970578 1.394140300000001),103.8970578,1.3941403,,
6953315409,6953315409,POINT (103.89694 1.395133999999984),103.89694,1.395134,,
6953315412,6953315412,POINT (103.8973246 1.394995999999982),103.8973246,1.394996,,
6953315422,6953315422,POINT (103.897395 1.395077899999987),103.897395,1.3950779,,
6953315426,6953315426,POINT (103.8971603 1.395248499999994),103.8971603,1.3952485,,
5433801246,5433801246,POINT (103.9151482 1.401598899999993),103.9151482,1.4015989,,
6953315441,6953315441,POINT (103.8970714 1.394564599999985),103.8970714,1.3945646,,
6953315442,6953315442,POINT (103.8970597 1.394475999999992),103.8970597,1.394476,,
6953315443,6953315443,POINT (103.8969342 1.394787399999984),103.8969342,1.3947874,,
6953315444,6953315444,POINT (103.896942 1.394752299999994),103.896942,1.3947523,,
6953315464,6953315464,POINT (103.8976812 1.395812599999986),103.8976812,1.3958126,,
6953315467,6953315467,POINT (103.8973987 1.395398699999994),103.8973987,1.3953987,,
6953315468,6953315468,POINT (103.8971048 1.396057999999983),103.8971048,1.396058,,
6953315471,6953315471,POINT (103.8974665 1.395655899999981),103.8974665,1.3956559,,
6953315472,6953315472,POINT (103.8972722 1.395732899999995),103.8972722,1.3957329,,
6953315473,6953315473,POINT (103.8973454 1.395752099999979),103.8973454,1.3957521,,
6953315474,6953315474,POINT (103.897401 1.395805499999997),103.897401,1.3958055,,
6953315475,6953315475,POINT (103.8974522 1.395884999999983),103.8974522,1.395885,,
6953315476,6953315476,POINT (103.8974696 1.395951399999989),103.8974696,1.3959514,,
6953315477,6953315477,POINT (103.8974721 1.396018499999997),103.8974721,1.3960185,,
6953315478,6953315478,POINT (103.8974509 1.396049499999991),103.8974509,1.3960495,,
6953315479,6953315479,POINT (103.8974164 1.396057399999998),103.8974164,1.3960574,,
6953315481,6953315481,POINT (103.8973111 1.395973399999989),103.8973111,1.3959734,,
6953315482,6953315482,POINT (103.8972739 1.395910599999993),103.8972739,1.3959106,,
6953315483,6953315483,POINT (103.897258 1.395844199999996),103.897258,1.3958442,,
6953315484,6953315484,POINT (103.8972571 1.395801799999997),103.8972571,1.3958018,,
6953315494,6953315494,POINT (103.8978042 1.396890999999993),103.8978042,1.396891,,
6953315499,6953315499,POINT (103.8980346 1.396816999999986),103.8980346,1.396817,,
6953315551,6953315551,POINT (103.8978686 1.397686199999996),103.8978686,1.3976862,,
6953315547,6953315547,POINT (103.8977306 1.397924299999988),103.8977306,1.3979243,,
6953315554,6953315554,POINT (103.8977689 1.398141899999982),103.8977689,1.3981419,,
6953315555,6953315555,POINT (103.8973988 1.398734299999994),103.8973988,1.3987343,,
6953315558,6953315558,POINT (103.8974674 1.398663599999981),103.8974674,1.3986636,,
6953315561,6953315561,POINT (103.8975761 1.398690599999987),103.8975761,1.3986906,,
6953315568,6953315568,POINT (103.89811 1.397237899999996),103.89811,1.3972379,,
6953315569,6953315569,POINT (103.8968028 1.398989900000001),103.8968028,1.3989899,,
6953315574,6953315574,POINT (103.8975768 1.39809669999999),103.8975768,1.3980967,,
6953315581,6953315581,POINT (103.8977566 1.398114199999994),103.8977566,1.3981142,,
6953315593,6953315593,POINT (103.8977427 1.398082699999988),103.8977427,1.3980827,,
6953315594,6953315594,POINT (103.8975859 1.39809399999998),103.8975859,1.398094,,
6953315600,6953315600,POINT (103.8976066 1.397893800000001),103.8976066,1.3978938,,
6953315601,6953315601,POINT (103.8977452 1.397870400000003),103.8977452,1.3978704,,
6953315604,6953315604,POINT (103.8962943 1.398628299999984),103.8962943,1.3986283,,
6953315609,6953315609,POINT (103.8960969 1.398213200000002),103.8960969,1.3982132,,
6953315630,6953315630,POINT (103.8962577 1.398198699999987),103.8962577,1.3981987,,
5433797945,5433797945,POINT (103.9102983 1.40574409999999),103.9102983,1.4057441,,
5433797946,5433797946,POINT (103.9099573 1.405606999999987),103.9099573,1.405607,,
5433797947,5433797947,POINT (103.9104415 1.405770999999989),103.9104415,1.405771,,
5433797954,5433797954,POINT (103.9096543 1.406102099999997),103.9096543,1.4061021,,
1754672451,1754672451,POINT (103.8875474 1.40061259999999),103.8875474,1.4006126,,
5433797963,5433797963,POINT (103.9084917 1.406065799999984),103.9084917,1.4060658,,
6953315651,6953315651,POINT (103.8962752 1.398284999999998),103.8962752,1.398285,,
6953315662,6953315662,POINT (103.8965766 1.394396499999983),103.8965766,1.3943965,,
6953315663,6953315663,POINT (103.8963298 1.393901599999996),103.8963298,1.3939016,,
6953315665,6953315665,POINT (103.8958629 1.392904299999994),103.8958629,1.3929043,,
6953315666,6953315666,POINT (103.8958115 1.392757499999997),103.8958115,1.3927575,,
6953315667,6953315667,POINT (103.8959374 1.392710599999999),103.8959374,1.3927106,,
5433797975,5433797975,POINT (103.9097226 1.40614929999999),103.9097226,1.4061493,,
5433797984,5433797984,POINT (103.9100258 1.405841999999988),103.9100258,1.405842,,
5433798011,5433798011,POINT (103.9090972 1.4058554),103.9090972,1.4058554,,
5433798012,5433798012,POINT (103.9090751 1.405813199999999),103.9090751,1.4058132,,
4702038545,4702038545,POINT (103.8966423 1.40304659999999),103.8966423,1.4030466,,
4702038548,4702038548,POINT (103.8964105 1.403342999999999),103.8964105,1.403343,,
4702038549,4702038549,POINT (103.8964235 1.403418299999996),103.8964235,1.4034183,,
4702038552,4702038552,POINT (103.8967475 1.403616499999997),103.8967475,1.4036165,,
5433798389,5433798389,POINT (103.9100546 1.405849199999991),103.9100546,1.4058492,,
5433798391,5433798391,POINT (103.9101544 1.405953499999983),103.9101544,1.4059535,,
5433798392,5433798392,POINT (103.9101578 1.405946899999991),103.9101578,1.4059469,,
5433798393,5433798393,POINT (103.9101025 1.406054399999982),103.9101025,1.4060544,,
5433798394,5433798394,POINT (103.9101249 1.406053999999987),103.9101249,1.406054,,
5433798397,5433798397,POINT (103.9101497 1.406017099999989),103.9101497,1.4060171,,
5433798403,5433798403,POINT (103.9102931 1.406007999999999),103.9102931,1.406008,,
5433798404,5433798404,POINT (103.9102933 1.406017999999978),103.9102933,1.406018,,
5433798398,5433798398,POINT (103.9101634 1.406016899999996),103.9101634,1.4060169,,
5433798399,5433798399,POINT (103.9101629 1.405992299999984),103.9101629,1.4059923,,
5433798400,5433798400,POINT (103.9102092 1.405991400000003),103.9102092,1.4059914,,
5433798401,5433798401,POINT (103.9102222 1.405964499999994),103.9102222,1.4059645,,
5433798402,5433798402,POINT (103.9102227 1.405991899999991),103.9102227,1.4059919,,
5433798405,5433798405,POINT (103.9103086 1.406017699999992),103.9103086,1.4060177,,
5433798406,5433798406,POINT (103.910309 1.4060382),103.910309,1.4060382,,
5433798407,5433798407,POINT (103.9103333 1.406037699999992),103.9103333,1.4060377,,
5433798408,5433798408,POINT (103.9103339 1.406074299999989),103.9103339,1.4060743,,
5433798412,5433798412,POINT (103.9103758 1.405991400000003),103.9103758,1.4059914,,
5433798419,5433798419,POINT (103.9103882 1.406068699999983),103.9103882,1.4060687,,
4853608215,4853608215,POINT (103.8912955 1.404234899999992),103.8912955,1.4042349,traffic_signals,
4853608216,4853608216,POINT (103.8911379 1.402640799999997),103.8911379,1.4026408,traffic_signals,
4853608217,4853608217,POINT (103.8915044 1.404097199999994),103.8915044,1.4040972,,
5433798420,5433798420,POINT (103.9106021 1.406007899999985),103.9106021,1.4060079,,
4853608219,4853608219,POINT (103.8912847 1.403967599999989),103.8912847,1.4039676,,
5449461562,5449461562,POINT (103.8901595 1.397640099999998),103.8901595,1.3976401,,
5449461563,5449461563,POINT (103.8900958 1.397647299999997),103.8900958,1.3976473,,
5449461564,5449461564,POINT (103.8902264 1.398190199999996),103.8902264,1.3981902,,
5449461565,5449461565,POINT (103.8901673 1.398199099999996),103.8901673,1.3981991,,
6862024582,6862024582,POINT (103.8916377 1.395377600000001),103.8916377,1.3953776,,
6851080176,6851080176,POINT (103.9013674 1.392823199999986),103.9013674,1.3928232,,
5433798695,5433798695,POINT (103.9096821 1.405400799999986),103.9096821,1.4054008,,
5433798696,5433798696,POINT (103.9096901 1.405405399999999),103.9096901,1.4054054,,
5433798697,5433798697,POINT (103.9097016 1.405385599999983),103.9097016,1.4053856,,
5433798708,5433798708,POINT (103.9097348 1.40531349999998),103.9097348,1.4053135,,
5433798709,5433798709,POINT (103.9097706 1.405304499999978),103.9097706,1.4053045,,
3593810028,3593810028,POINT (103.9148429 1.392579999999992),103.9148429,1.39258,,
3593810031,3593810031,POINT (103.9149076 1.392094099999982),103.9149076,1.3920941,,
3593810032,3593810032,POINT (103.914858 1.391994099999998),103.914858,1.3919941,,
3593810035,3593810035,POINT (103.9144359 1.391964200000003),103.9144359,1.3919642,,
5178339681,5178339681,POINT (103.9065817 1.389845999999984),103.9065817,1.389846,,
5178339683,5178339683,POINT (103.9066098 1.389787399999994),103.9066098,1.3897874,,
5178339686,5178339686,POINT (103.9065567 1.389709799999996),103.9065567,1.3897098,,
6696443288,6696443288,POINT (103.9153791 1.417168799999981),103.9153791,1.4171688,,
5433798921,5433798921,POINT (103.9088645 1.405769899999986),103.9088645,1.4057699,,
5433798922,5433798922,POINT (103.9088377 1.405755999999987),103.9088377,1.405756,,
5433798923,5433798923,POINT (103.9088556 1.405721699999991),103.9088556,1.4057217,,
5433798924,5433798924,POINT (103.9088714 1.405729899999987),103.9088714,1.4057299,,
5433798925,5433798925,POINT (103.9088843 1.405705299999976),103.9088843,1.4057053,,
5433798926,5433798926,POINT (103.9089072 1.405717199999979),103.9089072,1.4057172,,
5433798927,5433798927,POINT (103.9089146 1.405702999999994),103.9089146,1.405703,,
5433798932,5433798932,POINT (103.9090774 1.405773799999993),103.9090774,1.4057738,,
5433798933,5433798933,POINT (103.9091081 1.405759399999992),103.9091081,1.4057594,,
5433798934,5433798934,POINT (103.9091177 1.405779999999988),103.9091177,1.40578,,
5433798935,5433798935,POINT (103.909151 1.405764399999996),103.909151,1.4057644,,
5433798936,5433798936,POINT (103.9091357 1.405731499999991),103.9091357,1.4057315,,
5433798937,5433798937,POINT (103.9091495 1.405725099999997),103.9091495,1.4057251,,
5433798938,5433798938,POINT (103.909078 1.405572399999984),103.909078,1.4055724,,
5433798939,5433798939,POINT (103.909068 1.405577),103.909068,1.405577,,
5433798940,5433798940,POINT (103.9090568 1.405553099999981),103.9090568,1.4055531,,
5433798949,5433798949,POINT (103.9089755 1.405967799999992),103.9089755,1.4059678,,
5433798950,5433798950,POINT (103.9089972 1.405979399999985),103.9089972,1.4059794,,
5433798951,5433798951,POINT (103.9090065 1.405961999999987),103.9090065,1.405962,,
5433798952,5433798952,POINT (103.9090407 1.405980299999986),103.9090407,1.4059803,,
5433798953,5433798953,POINT (103.9090579 1.405948399999994),103.9090579,1.4059484,,
5433798954,5433798954,POINT (103.9090448 1.405941399999989),103.9090448,1.4059414,,
5433798955,5433798955,POINT (103.9090573 1.405918199999995),103.9090573,1.4059182,,
5433798960,5433798960,POINT (103.9091655 1.406003499999998),103.9091655,1.4060035,,
5433798961,5433798961,POINT (103.9091454 1.406040999999988),103.9091454,1.406041,,
5433798962,5433798962,POINT (103.9091745 1.406056600000002),103.9091745,1.4060566,,
5433798963,5433798963,POINT (103.9091665 1.406071399999983),103.9091665,1.4060714,,
5433798964,5433798964,POINT (103.9091838 1.406080699999994),103.9091838,1.4060807,,
5433798965,5433798965,POINT (103.9091596 1.406125799999993),103.9091596,1.4061258,,
5433798966,5433798966,POINT (103.9089509 1.4060139),103.9089509,1.4060139,,
5433798967,5433798967,POINT (103.9092563 1.405991799999987),103.9092563,1.4059918,,
5433798974,5433798974,POINT (103.9090894 1.405843799999979),103.9090894,1.4058438,,
5433798975,5433798975,POINT (103.9091064 1.405835899999992),103.9091064,1.4058359,,
