,u,v,key,osmid,oneway,length,geometry,name,highway,maxspeed,lanes,tunnel,landuse,service,access,area,bridge,ref,junction,width
1555,5433799964,5433799934,0,563908849,False,2.682,"LINESTRING (103.9098319 1.404932900000007, 103.9098542 1.404923699999997)",,,,,,,,,,,,,
1556,5433799964,5433799934,1,563908875,False,2.682,"LINESTRING (103.9098319 1.404932900000007, 103.9098542 1.404923699999997)",,,,,,,,,,,,,
1557,3058316735,3058313330,0,301735253,False,89.582,"LINESTRING (103.9076996 1.406954700000003, 103.9077533 1.406787899999991, 103.9077607 1.406724199999986, 103.9077406 1.406667899999986, 103.9076286 1.406447499999986, 103.9076174 1.406373799999998, 103.9076188 1.406282899999997, 103.9076327 1.406190099999993)",,footway,,,,,,,,,,,
1558,370495247,370495247,0,32696166,False,558.042,"LINESTRING (103.8903727 1.392560699999983, 103.8901311 1.391873099999992, 103.8916581 1.391338899999982, 103.8919538 1.392180399999993, 103.8904268 1.392714699999984, 103.8903727 1.392560699999983)",Nan Chiau Primary School,,,,,,,,,,,,
1559,242955719,369468200,0,536039216,True,14.879,"LINESTRING (103.8990209 1.394901999999985, 103.8990599 1.395030000000002)",Compassvale Road,tertiary,40,2,,,,,,,,,
1560,242955719,3063324588,0,627989329,True,32.969,"LINESTRING (103.8990209 1.394901999999985, 103.8987337 1.394975999999984)",Compassvale Street,tertiary,50,2,,,,,,,,,
1561,5094913492,5015083903,0,582392184,True,22.28,"LINESTRING (103.891153 1.402891699999995, 103.8911448 1.402691499999991)",Sumang Crescent,residential,50,1,,,,,,,,,
1562,5094913492,5094913493,0,523302354,True,41.596999999999994,"LINESTRING (103.891153 1.402891699999995, 103.8911931 1.402805300000004, 103.8912292 1.402764199999992, 103.8912799 1.402715699999981, 103.8914234 1.402659700000003)",,residential,50,1,,,,,,,,,
1563,5094913493,4004970468,0,"[652539874, 397579050]",True,137.212,"LINESTRING (103.8914234 1.402659700000003, 103.8923085 1.402522499999985, 103.8926446 1.402480899999993)",Sumang Lane,residential,50,1,,,,,,,,,
1564,2414753287,5749545408,0,546768405,False,33.847,"LINESTRING (103.8967639 1.409242299999985, 103.8964627 1.409286899999982)",My Waterway@Punggol,,,,,,,,,,,,
1565,2414753289,9990000100,0,2414753289_9990000100,False,33.86916396208837,"LINESTRING (103.8957756 1.407793099999993, 103.8959469856842 1.408044412554291)",Waterway Cascadia,,,,,residential,,,,,,,
1566,2414753291,2414753282,0,233137795,False,185.744,"LINESTRING (103.8979585 1.407701699999993, 103.8987109 1.409193199999988)",Waterway Cascadia,,,,,residential,,,,,,,
1567,2414753291,2414753289,0,233137795,False,242.867,"LINESTRING (103.8979585 1.407701699999993, 103.8957756 1.407793099999993)",Waterway Cascadia,,,,,residential,,,,,,,
1568,2414753291,2414753289,1,534234677,False,242.867,"LINESTRING (103.8979585 1.407701699999993, 103.8957756 1.407793099999993)",Yusof Ishak Secondary School,,,,,construction,,,,,,,
1569,2414753291,2414753289,2,534234677,False,474.933,"LINESTRING (103.8979585 1.407701699999993, 103.8978932 1.40754769999998, 103.8976207 1.406850699999992, 103.8975039 1.406712799999989, 103.8974225 1.406634899999997, 103.8972349 1.406549999999995, 103.8957555 1.406617199999983, 103.895614 1.406684399999985, 103.8954936 1.406818899999979, 103.8954724 1.406988699999997, 103.895568 1.407356699999976, 103.8956812 1.40766449999999, 103.8957756 1.407793099999993)",Yusof Ishak Secondary School,,,,,construction,,,,,,,
1570,5433800207,5433800217,0,563908887,False,57.072,"LINESTRING (103.9144142 1.401558999999986, 103.9143893 1.401571700000005, 103.9143388 1.401500199999985, 103.9143247 1.401491499999991, 103.9142905 1.401492799999985, 103.9141577 1.401588699999994, 103.9141383 1.40160469999999, 103.9141303 1.401631599999993, 103.9141383 1.401723399999988, 103.9141021 1.401712200000001)",,,,,,,,,,,,,
1571,5433800207,5433800522,0,563908891,False,18.929,"LINESTRING (103.9144142 1.401558999999986, 103.9143229 1.401415299999998)",,service,,,,,driveway,,,,,,
1572,5433800207,5433800547,0,563908887,False,89.869,"LINESTRING (103.9144142 1.401558999999986, 103.9144408 1.401545399999983, 103.9143763 1.401455899999978, 103.9143737 1.401433099999989, 103.9143763 1.401419699999988, 103.9143864 1.401402999999987, 103.9145172 1.401339299999995, 103.9145768 1.401334599999986, 103.914599 1.401349999999994, 103.9146325 1.401323899999981, 103.9146251 1.401305799999987, 103.9146285 1.401281599999991, 103.9146359 1.401260199999988, 103.9146647 1.401240099999996, 103.9146875 1.401225999999992, 103.9148216 1.401343999999981, 103.914841 1.401341299999987, 103.9148491 1.401334599999986)",,,,,,,,,,,,,
1573,2414753309,2414753282,0,546768405,False,42.686,"LINESTRING (103.8990448 1.40900359999999, 103.8987109 1.409193199999988)",My Waterway@Punggol,,,,,,,,,,,,
1574,2414753309,2414753307,0,233137796,False,118.662,"LINESTRING (103.8990448 1.40900359999999, 103.900048 1.408638899999993)",Waterway Terraces I,,,,,residential,,,,,,,
1575,2414753309,2414753307,1,546768405,False,118.662,"LINESTRING (103.8990448 1.40900359999999, 103.900048 1.408638899999993)",My Waterway@Punggol,,,,,,,,,,,,
1576,5433800215,5433800522,0,539284367,False,30.984,"LINESTRING (103.9140959 1.401576999999993, 103.9143229 1.401415299999998)",,service,,2,,,driveway,,,,,,
1577,5433800220,5433800219,0,563908889,True,13.716,"LINESTRING (103.9139516 1.401840199999985, 103.9140559 1.40177429999999)",,service,,1,,,driveway,,,,,,
1578,5433800220,5433800531,0,539284368,False,22.589000000000002,"LINESTRING (103.9139516 1.401840199999985, 103.9139847 1.401889599999988, 103.9139901 1.401967399999996, 103.9139901 1.402033099999985)",,service,,,,,driveway,,,,,,
1579,3057399346,3048540633,0,646176432,False,39.101,"LINESTRING (103.9059499 1.40623619999999, 103.9056421 1.406406399999996)",Punggol Place,service,,,,,driveway,,,,,,
1580,3057399347,3048544651,0,646176671,False,48.947,"LINESTRING (103.9058758 1.406096099999979, 103.9062712 1.405902399999988)",Punggol Place,service,,,,,driveway,,,,,,
1581,3057399347,3048544740,0,646176670,False,9.123,"LINESTRING (103.9058758 1.406096099999979, 103.9058021 1.406132199999997)",Punggol Place,service,,,,,driveway,,,,,,
1582,3057399347,3057399346,0,301655800,False,17.622,"LINESTRING (103.9058758 1.406096099999979, 103.9059499 1.40623619999999)",,service,,,,,driveway,,,,,,
1583,3058316860,3058316735,0,301735316,False,93.18400000000001,"LINESTRING (103.9079737 1.407175499999994, 103.9079248 1.40710399999999, 103.9079243 1.407095299999994, 103.9079285 1.407077299999994, 103.9079498 1.407040999999989, 103.9079518 1.407022199999998, 103.9079481 1.407000399999988, 103.9079313 1.406991399999992, 103.9079077 1.406994899999981, 103.9078846 1.407008799999993, 103.9077914 1.407117299999983, 103.9077754 1.407128799999992, 103.907762 1.40712609999998, 103.9077583 1.407112399999991, 103.9077683 1.407088799999991, 103.9078438 1.406974899999996, 103.9078505 1.406942799999994, 103.9078458 1.406920599999987, 103.9078297 1.406911199999996, 103.9078103 1.406909899999989, 103.9077929 1.406917300000001, 103.9077457 1.406948100000001, 103.9077185 1.406960399999976, 103.9076996 1.406954700000003)",,footway,,,,,,,,,,,
1584,5433800366,5433800365,0,563908895,False,219.85100000000003,"LINESTRING (103.9150104 1.402094199999988, 103.915006 1.402083899999989, 103.9150276 1.40207469999998, 103.9150188 1.402054099999996, 103.915035 1.402047200000003, 103.9150201 1.402012300000004, 103.9149924 1.402024199999991, 103.9149872 1.402012099999993, 103.9149391 1.402032699999987, 103.9149422 1.402039799999982, 103.9148875 1.402063199999986, 103.9148828 1.402052399999991, 103.9148312 1.402074399999994, 103.9148346 1.402082500000002, 103.9148045 1.402095299999994, 103.914821 1.402133799999977, 103.914838 1.402126499999994, 103.9148449 1.402142499999996, 103.9148664 1.402133299999986, 103.9148745 1.402152199999981, 103.9149309 1.402128100000001, 103.9149429 1.402156099999991, 103.9148559 1.402193299999998, 103.9148105 1.402194199999986, 103.9148099 1.402160899999979, 103.9147545 1.402161999999989, 103.9147552 1.402196299999995, 103.9146796 1.402197900000003, 103.9146789 1.402161899999996, 103.9147479 1.402160399999995, 103.9147475 1.402140999999983, 103.9147686 1.402140499999995, 103.9147683 1.402124299999984, 103.9147848 1.402123899999994, 103.9147839 1.402080700000004, 103.9147521 1.402081299999993, 103.9147518 1.402067099999999, 103.9147034 1.402068099999993, 103.9147037 1.402081099999981, 103.9146068 1.402083099999997, 103.9146066 1.402073699999992, 103.9145529 1.402074900000002, 103.9145531 1.402086600000003, 103.9145285 1.402087200000003, 103.9145293 1.402125999999988, 103.9145374 1.402125899999993, 103.9145379 1.40215039999998, 103.9145673 1.402149799999988, 103.9145676 1.402163399999982, 103.9146387 1.402161899999996, 103.914639 1.402173499999988, 103.9146146 1.402173999999992, 103.9146152 1.402200299999992, 103.9146562 1.402199399999991, 103.9146565 1.402214299999994, 103.9146214 1.402214999999985, 103.9146218 1.402232899999994, 103.914595 1.402233499999988, 103.9145955 1.402257899999992, 103.9145834 1.40225809999998, 103.9145844 1.402308799999992, 103.9146288 1.402307899999988)",,,,,,,,,,,,,
1585,5433800369,5433800368,0,563908887,False,6.69,"LINESTRING (103.9150483 1.402149899999989, 103.915072 1.402205199999997)",,,,,,,,,,,,,
1586,5433800369,5433800368,1,563908895,False,6.69,"LINESTRING (103.9150483 1.402149899999989, 103.915072 1.402205199999997)",,,,,,,,,,,,,
1587,5433800370,5433800369,0,563908887,False,2.48,"LINESTRING (103.9150278 1.402158699999983, 103.9150483 1.402149899999989)",,,,,,,,,,,,,
1588,5433800370,5433800369,1,563908895,False,2.48,"LINESTRING (103.9150278 1.402158699999983, 103.9150483 1.402149899999989)",,,,,,,,,,,,,
1589,5433800371,5433800370,0,563908887,False,1.778,"LINESTRING (103.9150215 1.402143999999981, 103.9150278 1.402158699999983)",,,,,,,,,,,,,
1590,5433800371,5433800370,1,563908895,False,1.778,"LINESTRING (103.9150215 1.402143999999981, 103.9150278 1.402158699999983)",,,,,,,,,,,,,
1591,5433800372,5433800371,0,563908887,False,6.25,"LINESTRING (103.9149698 1.402166099999992, 103.9150215 1.402143999999981)",,,,,,,,,,,,,
1592,5433800372,5433800371,1,563908895,False,6.25,"LINESTRING (103.9149698 1.402166099999992, 103.9150215 1.402143999999981)",,,,,,,,,,,,,
1593,5433800373,5433800372,0,563908887,False,2.441,"LINESTRING (103.9149612 1.402145899999998, 103.9149698 1.402166099999992)",,,,,,,,,,,,,
1594,5433800373,5433800372,1,563908895,False,2.441,"LINESTRING (103.9149612 1.402145899999998, 103.9149698 1.402166099999992)",,,,,,,,,,,,,
1595,5433800374,5433800366,0,563908887,False,3.133,"LINESTRING (103.9150215 1.402120100000002, 103.9150104 1.402094199999988)",,,,,,,,,,,,,
1596,5433800374,5433800366,1,563908895,False,3.133,"LINESTRING (103.9150215 1.402120100000002, 103.9150104 1.402094199999988)",,,,,,,,,,,,,
1597,5433800374,5433800373,0,563908887,False,7.291,"LINESTRING (103.9150215 1.402120100000002, 103.9149612 1.402145899999998)",,,,,,,,,,,,,
1598,5433800374,5433800373,1,563908895,False,7.291,"LINESTRING (103.9150215 1.402120100000002, 103.9149612 1.402145899999998)",,,,,,,,,,,,,
1599,5433800397,5433800396,0,563908887,False,1.206,"LINESTRING (103.9149012 1.402207899999986, 103.914897 1.402197900000003)",,,,,,,,,,,,,
1600,5433800397,5433800396,1,563908895,False,1.206,"LINESTRING (103.9149012 1.402207899999986, 103.914897 1.402197900000003)",,,,,,,,,,,,,
1601,5433800398,5433800397,0,563908887,False,2.575,"LINESTRING (103.9148799 1.402217000000002, 103.9149012 1.402207899999986)",,,,,,,,,,,,,
1602,5433800398,5433800397,1,563908895,False,2.575,"LINESTRING (103.9148799 1.402217000000002, 103.9149012 1.402207899999986)",,,,,,,,,,,,,
1603,5433800399,5433800368,0,563908887,False,20.145,"LINESTRING (103.9149054 1.402276499999984, 103.915072 1.402205199999997)",,,,,,,,,,,,,
1604,5433800399,5433800368,1,563908895,False,20.145,"LINESTRING (103.9149054 1.402276499999984, 103.915072 1.402205199999997)",,,,,,,,,,,,,
1605,5433800399,5433800398,0,563908887,False,7.198,"LINESTRING (103.9149054 1.402276499999984, 103.9148799 1.402217000000002)",,,,,,,,,,,,,
1606,5433800399,5433800398,1,563908895,False,7.198,"LINESTRING (103.9149054 1.402276499999984, 103.9148799 1.402217000000002)",,,,,,,,,,,,,
1607,5433800400,5433800365,0,563908887,False,9.829,"LINESTRING (103.9147172 1.402306099999986, 103.9146288 1.402307899999988)",,,,,,,,,,,,,
1608,5433800400,5433800365,1,563908895,False,9.829,"LINESTRING (103.9147172 1.402306099999986, 103.9146288 1.402307899999988)",,,,,,,,,,,,,
1609,5433800401,5433800400,0,563908887,False,2.224,"LINESTRING (103.9147168 1.402286099999998, 103.9147172 1.402306099999986)",,,,,,,,,,,,,
1610,5433800401,5433800400,1,563908895,False,2.224,"LINESTRING (103.9147168 1.402286099999998, 103.9147172 1.402306099999986)",,,,,,,,,,,,,
1611,5433800402,5433800403,0,563908887,False,2.336,"LINESTRING (103.914732 1.402285799999993, 103.9147325 1.402306799999995)",,,,,,,,,,,,,
1612,5433800402,5433800403,1,563908895,False,2.336,"LINESTRING (103.914732 1.402285799999993, 103.9147325 1.402306799999995)",,,,,,,,,,,,,
1613,5433800402,5433800401,0,563908887,False,1.69,"LINESTRING (103.914732 1.402285799999993, 103.9147168 1.402286099999998)",,,,,,,,,,,,,
1614,5433800402,5433800401,1,563908895,False,1.69,"LINESTRING (103.914732 1.402285799999993, 103.9147168 1.402286099999998)",,,,,,,,,,,,,
1615,5433800404,5433800403,0,563908887,False,14.721,"LINESTRING (103.9148649 1.402304099999991, 103.9147325 1.402306799999995)",,,,,,,,,,,,,
1616,5433800404,5433800403,1,563908895,False,14.721,"LINESTRING (103.9148649 1.402304099999991, 103.9147325 1.402306799999995)",,,,,,,,,,,,,
1617,5433800405,5433800404,0,563908887,False,5.761,"LINESTRING (103.9148638 1.402252299999976, 103.9148649 1.402304099999991)",,,,,,,,,,,,,
1618,5433800405,5433800404,1,563908895,False,5.761,"LINESTRING (103.9148638 1.402252299999976, 103.9148649 1.402304099999991)",,,,,,,,,,,,,
1619,5433800406,5433800405,0,563908887,False,1.568,"LINESTRING (103.9148497 1.402252599999988, 103.9148638 1.402252299999976)",,,,,,,,,,,,,
1620,5433800406,5433800405,1,563908895,False,1.568,"LINESTRING (103.9148497 1.402252599999988, 103.9148638 1.402252299999976)",,,,,,,,,,,,,
1621,5433800407,5433800406,0,563908887,False,2.658,"LINESTRING (103.9148492 1.40222869999999, 103.9148497 1.402252599999988)",,,,,,,,,,,,,
1622,5433800407,5433800406,1,563908895,False,2.658,"LINESTRING (103.9148492 1.40222869999999, 103.9148497 1.402252599999988)",,,,,,,,,,,,,
1623,5433800408,5433800407,0,563908887,False,2.947,"LINESTRING (103.9148227 1.402229299999992, 103.9148492 1.40222869999999)",,,,,,,,,,,,,
1624,5433800408,5433800407,1,563908895,False,2.947,"LINESTRING (103.9148227 1.402229299999992, 103.9148492 1.40222869999999)",,,,,,,,,,,,,
1625,5433800409,5433800408,0,563908887,False,1.557,"LINESTRING (103.9148224 1.402215299999986, 103.9148227 1.402229299999992)",,,,,,,,,,,,,
1626,5433800409,5433800408,1,563908895,False,1.557,"LINESTRING (103.9148224 1.402215299999986, 103.9148227 1.402229299999992)",,,,,,,,,,,,,
1627,5433800410,5433800396,0,563908887,False,4.791,"LINESTRING (103.9148574 1.402214899999976, 103.914897 1.402197900000003)",,,,,,,,,,,,,
1628,5433800410,5433800396,1,563908895,False,4.791,"LINESTRING (103.9148574 1.402214899999976, 103.914897 1.402197900000003)",,,,,,,,,,,,,
1629,5433800410,5433800409,0,563908887,False,3.891,"LINESTRING (103.9148574 1.402214899999976, 103.9148224 1.402215299999986)",,,,,,,,,,,,,
1630,5433800410,5433800409,1,563908895,False,3.891,"LINESTRING (103.9148574 1.402214899999976, 103.9148224 1.402215299999986)",,,,,,,,,,,,,
1631,4697831197,4697831198,0,535773824,True,38.745999999999995,"LINESTRING (103.9046095 1.417381999999991, 103.9043138 1.417303599999999, 103.9042735 1.417289699999989)",Punggol Way,secondary,50,4,,,,,,,,,
1632,4697831197,5218808002,0,539309567,True,47.576,"LINESTRING (103.9046095 1.417381999999991, 103.9045534 1.417324899999982, 103.9044771 1.41724149999998, 103.9044445 1.417191699999985, 103.9044303 1.417137799999987, 103.9044252 1.417089099999993, 103.9044218 1.417018599999992)",,secondary_link,50,1,,,,,,,,,
1633,4697831198,5218808008,0,539309563,True,7.573,"LINESTRING (103.9042735 1.417289699999989, 103.904211 1.417262599999989)",Punggol Way,secondary,50,,,,,,,,,,
1634,4697831198,5218808002,0,539309569,True,34.358,"LINESTRING (103.9042735 1.417289699999989, 103.9044218 1.417018599999992)",Punggol Seventeenth Avenue,residential,50,,,,,,,,,,
1635,4697831199,9990000131,0,4697831199_9990000131,True,215.6765232477385,"LINESTRING (103.9039082 1.41712049999999, 103.9034227 1.416833999999984, 103.9029743 1.416554199999979, 103.9026501 1.416305199999986, 103.9023648 1.416042499999989, 103.9023339846841 1.416005205983184)",Punggol Way,secondary,50,"['3', '4']",,,,,,,,,
1636,4697831205,1748996477,0,304395382,True,16.69,"LINESTRING (103.9009213 1.412791199999988, 103.9007798 1.412841399999995)",Seletar North Link,secondary,50,2,,,,,,,,,
1637,4697831205,1748996472,0,476138604,True,27.065,"LINESTRING (103.9009213 1.412791199999988, 103.9008195 1.412570099999993)",Punggol Way,secondary,60,3,,,,,,,,,
1638,1736652601,4697831205,0,32760126,True,10.345,"LINESTRING (103.9009553 1.412877799999985, 103.9009213 1.412791199999988)",Punggol Way,secondary,50,4,,,,,,,,,
1639,5433800610,5433800609,0,563908887,False,2.064,"LINESTRING (103.9152387 1.401723700000008, 103.9152499 1.401738499999987)",,,,,,,,,,,,,
1640,5433800610,5433800609,1,563908894,False,2.064,"LINESTRING (103.9152387 1.401723700000008, 103.9152499 1.401738499999987)",,,,,,,,,,,,,
1641,5433800611,5433800610,0,563908887,False,2.728,"LINESTRING (103.9152582 1.401708799999987, 103.9152387 1.401723700000008)",,,,,,,,,,,,,
1642,5433800611,5433800610,1,563908894,False,2.728,"LINESTRING (103.9152582 1.401708799999987, 103.9152387 1.401723700000008)",,,,,,,,,,,,,
1643,5433800612,5433800611,0,563908887,False,1.841,"LINESTRING (103.9152482 1.401695599999975, 103.9152582 1.401708799999987)",,,,,,,,,,,,,
1644,5433800612,5433800611,1,563908894,False,1.841,"LINESTRING (103.9152482 1.401695599999975, 103.9152582 1.401708799999987)",,,,,,,,,,,,,
1645,5433800613,5433800612,0,563908887,False,5.125,"LINESTRING (103.9152849 1.401667699999995, 103.9152482 1.401695599999975)",,,,,,,,,,,,,
1646,5433800613,5433800612,1,563908894,False,5.125,"LINESTRING (103.9152849 1.401667699999995, 103.9152482 1.401695599999975)",,,,,,,,,,,,,
1647,5433800614,5433800613,0,563908887,False,12.457,"LINESTRING (103.9153527 1.401756899999991, 103.9152849 1.401667699999995)",,,,,,,,,,,,,
1648,5433800614,5433800613,1,563908894,False,12.457,"LINESTRING (103.9153527 1.401756899999991, 103.9152849 1.401667699999995)",,,,,,,,,,,,,
1649,5433800615,5433800614,0,563908887,False,2.61,"LINESTRING (103.915334 1.401771099999996, 103.9153527 1.401756899999991)",,,,,,,,,,,,,
1650,5433800615,5433800614,1,563908894,False,2.61,"LINESTRING (103.915334 1.401771099999996, 103.9153527 1.401756899999991)",,,,,,,,,,,,,
1651,5433800616,5433800615,0,563908887,False,2.411,"LINESTRING (103.9153472 1.401788300000002, 103.915334 1.401771099999996)",,,,,,,,,,,,,
1652,5433800616,5433800615,1,563908894,False,2.411,"LINESTRING (103.9153472 1.401788300000002, 103.915334 1.401771099999996)",,,,,,,,,,,,,
1653,5433800617,5433800616,0,563908887,False,1.563,"LINESTRING (103.9153584 1.401779799999984, 103.9153472 1.401788300000002)",,,,,,,,,,,,,
1654,5433800617,5433800616,1,563908894,False,1.563,"LINESTRING (103.9153584 1.401779799999984, 103.9153472 1.401788300000002)",,,,,,,,,,,,,
1655,5433800618,5433800617,0,563908887,False,12.259,"LINESTRING (103.9154251 1.401867599999997, 103.9153584 1.401779799999984)",,,,,,,,,,,,,
1656,5433800618,5433800617,1,563908894,False,12.259,"LINESTRING (103.9154251 1.401867599999997, 103.9153584 1.401779799999984)",,,,,,,,,,,,,
1657,5433800620,5433800619,0,563908887,False,6.15,"LINESTRING (103.9155091 1.401976499999999, 103.9155268 1.40202889999999)",,,,,,,,,,,,,
1658,5433800620,5433800619,1,563908894,False,6.15,"LINESTRING (103.9155091 1.401976499999999, 103.9155268 1.40202889999999)",,,,,,,,,,,,,
1659,5291587941,5291587941,0,547656260,False,1464.56,"LINESTRING (103.9078143 1.386357999999991, 103.910561 1.387836999999984, 103.9109945 1.388017099999991, 103.9113134 1.388045999999985, 103.9116377 1.387978499999994, 103.9121254 1.387794999999996, 103.9135871 1.386193599999989, 103.9132509 1.385899499999994, 103.9129754 1.385773399999982, 103.912527 1.385708099999994, 103.9118592 1.385787399999989, 103.9097998 1.386305699999987, 103.9080018 1.385983499999992, 103.9078143 1.386357999999991)",Rivervale Shores,,,,,construction,,,,,,,
1660,4005003159,4005003154,0,397721719,False,24.975,"LINESTRING (103.8955771 1.404398799999981, 103.8955417 1.404176999999995)",,service,,,,,driveway,,,,,,
1661,4005003159,4005003157,0,644259936,False,12.72,"LINESTRING (103.8955771 1.404398799999981, 103.8956903 1.404382099999999)",,service,,,,,driveway,,,,,,
1662,4005003161,4005003161,0,397579061,False,204.455,"LINESTRING (103.8952454 1.404648199999993, 103.8952735 1.4048086, 103.8955485 1.404760399999996, 103.895438 1.404129799999995, 103.895163 1.404177899999983, 103.8952454 1.404648199999993)",,,,,,,,,,,,,
1663,4005003162,4005003161,0,397721718,False,7.564,"LINESTRING (103.8951777 1.404654999999986, 103.8952454 1.404648199999993)",,service,,,,,driveway,,,,,,
1664,5433801235,5433801234,0,563908887,False,6.736,"LINESTRING (103.9150336 1.401326699999994, 103.9150009 1.401275699999998)",,,,,,,,,,,,,
1665,5433801235,5433801234,1,563908899,False,6.736,"LINESTRING (103.9150336 1.401326699999994, 103.9150009 1.401275699999998)",,,,,,,,,,,,,
1666,5433801236,5433801235,0,563908887,False,2.205,"LINESTRING (103.9150169 1.401337399999996, 103.9150336 1.401326699999994)",,,,,,,,,,,,,
1667,5433801236,5433801235,1,563908899,False,2.205,"LINESTRING (103.9150169 1.401337399999996, 103.9150336 1.401326699999994)",,,,,,,,,,,,,
1668,5433801237,5433801236,0,563908887,False,1.595,"LINESTRING (103.9150246 1.401349499999982, 103.9150169 1.401337399999996)",,,,,,,,,,,,,
1669,5433801237,5433801236,1,563908899,False,1.595,"LINESTRING (103.9150246 1.401349499999982, 103.9150169 1.401337399999996)",,,,,,,,,,,,,
1670,5433801238,5433801239,0,563908887,False,7.017,"LINESTRING (103.9149635 1.401388799999999, 103.9149976 1.401441899999999)",,,,,,,,,,,,,
1671,5433801238,5433801239,1,563908899,False,7.017,"LINESTRING (103.9149635 1.401388799999999, 103.9149976 1.401441899999999)",,,,,,,,,,,,,
1672,5433801238,5433801237,0,563908887,False,8.076,"LINESTRING (103.9149635 1.401388799999999, 103.9150246 1.401349499999982)",,,,,,,,,,,,,
1673,5433801238,5433801237,1,563908899,False,8.076,"LINESTRING (103.9149635 1.401388799999999, 103.9150246 1.401349499999982)",,,,,,,,,,,,,
1674,5433801240,5433801239,0,563908887,False,1.085,"LINESTRING (103.9150058 1.401436600000001, 103.9149976 1.401441899999999)",,,,,,,,,,,,,
1675,5433801240,5433801239,1,563908899,False,1.085,"LINESTRING (103.9150058 1.401436600000001, 103.9149976 1.401441899999999)",,,,,,,,,,,,,
1676,5433801241,5433801240,0,563908887,False,3.02,"LINESTRING (103.9149912 1.401413699999983, 103.9150058 1.401436600000001)",,,,,,,,,,,,,
1677,5433801241,5433801240,1,563908899,False,3.02,"LINESTRING (103.9149912 1.401413699999983, 103.9150058 1.401436600000001)",,,,,,,,,,,,,
1678,5433801247,5433801246,0,563908887,False,1.311,"LINESTRING (103.9151418 1.401588999999992, 103.9151482 1.401598899999993)",,,,,,,,,,,,,
1679,5433801247,5433801246,1,563908899,False,1.311,"LINESTRING (103.9151418 1.401588999999992, 103.9151482 1.401598899999993)",,,,,,,,,,,,,
1680,5433801242,5433801241,0,563908887,False,2.59,"LINESTRING (103.9150108 1.401401099999981, 103.9149912 1.401413699999983)",,,,,,,,,,,,,
1681,5433801242,5433801241,1,563908899,False,2.59,"LINESTRING (103.9150108 1.401401099999981, 103.9149912 1.401413699999983)",,,,,,,,,,,,,
1682,5433801250,5433801249,0,563908887,False,1.826,"LINESTRING (103.9150938 1.401587899999991, 103.9151076 1.401578999999983)",,,,,,,,,,,,,
1683,5433801250,5433801249,1,563908899,False,1.826,"LINESTRING (103.9150938 1.401587899999991, 103.9151076 1.401578999999983)",,,,,,,,,,,,,
1684,5433801251,5433801250,0,563908887,False,6.727,"LINESTRING (103.9150611 1.401536999999978, 103.9150938 1.401587899999991)",,,,,,,,,,,,,
1685,5433801251,5433801250,1,563908899,False,6.727,"LINESTRING (103.9150611 1.401536999999978, 103.9150938 1.401587899999991)",,,,,,,,,,,,,
1686,5433801248,5433801247,0,563908887,False,2.6,"LINESTRING (103.9151221 1.401601599999996, 103.9151418 1.401588999999992)",,,,,,,,,,,,,
1687,5433801248,5433801247,1,563908899,False,2.6,"LINESTRING (103.9151221 1.401601599999996, 103.9151418 1.401588999999992)",,,,,,,,,,,,,
1688,5433801248,5433801249,0,563908887,False,2.986,"LINESTRING (103.9151221 1.401601599999996, 103.9151076 1.401578999999983)",,,,,,,,,,,,,
1689,5433801248,5433801249,1,563908899,False,2.986,"LINESTRING (103.9151221 1.401601599999996, 103.9151076 1.401578999999983)",,,,,,,,,,,,,
1690,5433801254,5433801253,0,563908887,False,7.065,"LINESTRING (103.9150242 1.401623099999993, 103.9150777 1.401588800000006)",,,,,,,,,,,,,
1691,5433801254,5433801253,1,563908899,False,7.065,"LINESTRING (103.9150242 1.401623099999993, 103.9150777 1.401588800000006)",,,,,,,,,,,,,
1692,5433801255,5433801221,0,563908887,False,3.075,"LINESTRING (103.9149898 1.40156959999998, 103.9149665 1.401584499999976)",,,,,,,,,,,,,
1693,5433801255,5433801221,1,563908899,False,3.075,"LINESTRING (103.9149898 1.40156959999998, 103.9149665 1.401584499999976)",,,,,,,,,,,,,
1694,5433801255,5433801254,0,563908887,False,7.072,"LINESTRING (103.9149898 1.40156959999998, 103.9150242 1.401623099999993)",,,,,,,,,,,,,
1695,5433801255,5433801254,1,563908899,False,7.072,"LINESTRING (103.9149898 1.40156959999998, 103.9150242 1.401623099999993)",,,,,,,,,,,,,
1696,5256260443,5256260442,0,"[628002115, 543736844]",False,64.58500000000001,"LINESTRING (103.9033186 1.387995299999994, 103.9030641 1.388084399999992, 103.9027718 1.388191599999984)",,service,,2,,,parking_aisle,,,,,,
1697,5433801252,5433801251,0,563908887,False,1.554,"LINESTRING (103.9150493 1.40154449999999, 103.9150611 1.401536999999978)",,,,,,,,,,,,,
1698,5433801252,5433801251,1,563908899,False,1.554,"LINESTRING (103.9150493 1.40154449999999, 103.9150611 1.401536999999978)",,,,,,,,,,,,,
1699,5433801252,5433801253,0,563908887,False,5.851,"LINESTRING (103.9150493 1.40154449999999, 103.9150777 1.401588800000006)",,,,,,,,,,,,,
1700,5433801252,5433801253,1,563908899,False,5.851,"LINESTRING (103.9150493 1.40154449999999, 103.9150777 1.401588800000006)",,,,,,,,,,,,,
