,u,v,key,osmid,lanes,highway,oneway,length,geometry,service,name,maxspeed,width,bridge,tunnel,access,ref,junction
0,5256544257,5256544263,0,543768257,2,service,False,38.9,"LINESTRING (103.900046 1.3955551, 103.9000119 1.3955701, 103.8999971 1.3955767, 103.8998233 1.3956534, 103.8997543 1.3957345)",,,,,,,,,
1,5256544257,6618932812,0,543768257,2,service,False,42.123000000000005,"LINESTRING (103.900046 1.3955551, 103.9000648 1.3955468, 103.9003926 1.395402)",,,,,,,,,
2,5917596507,5917596506,0,626827260,2,service,False,16.201,"LINESTRING (103.8922402 1.3863714, 103.892227 1.3865165)",parking_aisle,,,,,,,,
3,5917596507,5045713350,0,"[626827258, 626830363, 626830364, 626825278]",2,service,False,124.82500000000002,"LINESTRING (103.8922402 1.3863714, 103.8920719 1.3863604, 103.8919284 1.3863577, 103.8918164 1.3863484, 103.8916126 1.386335, 103.8915723 1.3863162, 103.8914959 1.3862297, 103.8913966 1.3860118, 103.8913775 1.3859191)",parking_aisle,,,,,,,,
4,5917596507,5917576344,0,"[626827259, 626825276]",2,service,False,30.398999999999997,"LINESTRING (103.8922402 1.3863714, 103.8923527 1.3863736, 103.8925136 1.3863774)",parking_aisle,,,,,,,,
5,5256544263,5256544265,0,543768258,2,service,False,10.235,"LINESTRING (103.8997543 1.3957345, 103.8996658 1.3957599)",,,,,,,,,
6,5256544263,5256544257,0,543768257,2,service,False,38.9,"LINESTRING (103.8997543 1.3957345, 103.8998233 1.3956534, 103.8999971 1.3955767, 103.9000119 1.3955701, 103.900046 1.3955551)",,,,,,,,,
7,5256544263,5256544257,1,693032928,1,service,True,52.912,"LINESTRING (103.8997543 1.3957345, 103.8998455 1.3957506, 103.9000064 1.3957519, 103.9000319 1.3957412, 103.9000534 1.395717, 103.900056 1.3956862, 103.900046 1.3955551)",,,,,,,,,
8,5256544264,5256544265,0,543768259,2,service,False,59.79,"LINESTRING (103.8996671 1.3962976, 103.8996658 1.3957599)",parking_aisle,,,,,,,,
9,5256544265,5256544263,0,543768258,2,service,False,10.235,"LINESTRING (103.8996658 1.3957599, 103.8997543 1.3957345)",,,,,,,,,
10,5256544265,5256544264,0,543768259,2,service,False,59.79,"LINESTRING (103.8996658 1.3957599, 103.8996671 1.3962976)",parking_aisle,,,,,,,,
11,5256544265,5256544266,0,543768260,2,service,False,30.506,"LINESTRING (103.8996658 1.3957599, 103.8994014 1.3958334)",,,,,,,,,
12,5256544266,5256544265,0,543768260,2,service,False,30.506,"LINESTRING (103.8994014 1.3958334, 103.8996658 1.3957599)",,,,,,,,,
13,5256544266,370097261,0,640185545,2,residential,False,20.233,"LINESTRING (103.8994014 1.3958334, 103.8993373 1.3956631)",,Compassvale Crescent,40,,,,,,
14,5256544266,242967037,0,"[626832746, 32790133]","['3', '2']",residential,False,172.757,"LINESTRING (103.8994014 1.3958334, 103.8994191 1.3958853, 103.8994452 1.396017, 103.8994628 1.3961712, 103.8994352 1.396354, 103.8993588 1.3965334, 103.8992191 1.3967208, 103.8990972 1.396839, 103.8990288 1.3968818, 103.8987087 1.3970116)",,Compassvale Crescent,40,,,,,,
15,5256544267,6953315507,0,543768261,,service,False,45.41,"LINESTRING (103.8983425 1.3971554, 103.8981474 1.3967966)",,,,,,,,,
16,5256544267,242967037,0,626818803,2,residential,False,43.778000000000006,"LINESTRING (103.8983425 1.3971554, 103.8985232 1.3970752, 103.8987087 1.3970116)",,Compassvale Crescent,50,,,,,,
17,5256544267,5917565366,0,626829117,2,residential,False,10.911,"LINESTRING (103.8983425 1.3971554, 103.8982987 1.397169, 103.8982503 1.3971888)",,Compassvale Crescent,50,,,,,,
18,5256544268,6953315507,0,543768261,,service,False,8.682,"LINESTRING (103.8981101 1.396728, 103.8981474 1.3967966)",,,,,,,,,
19,6953295881,6953295882,0,742775916,,footway,False,8.229,"LINESTRING (103.8967043 1.3943716, 103.8967465 1.3944324)",,,,,,,,,
20,6953295881,6953315440,0,742775932,,footway,False,28.048,"LINESTRING (103.8967043 1.3943716, 103.8967514 1.3943661, 103.8967884 1.3943465, 103.89682 1.3943052, 103.8968494 1.3942322, 103.896847 1.3942)",,,,,,,,,
21,6953295881,6953315662,0,742775932,,footway,False,14.516,"LINESTRING (103.8967043 1.3943716, 103.8966109 1.3943847, 103.8965766 1.3943965)",,,,,,,,,
22,6953295882,6953295881,0,742775916,,footway,False,8.229,"LINESTRING (103.8967465 1.3944324, 103.8967043 1.3943716)",,,,,,,,,
23,6953295882,6953315372,0,742775916,,footway,False,19.465000000000003,"LINESTRING (103.8967465 1.3944324, 103.896774 1.3944941, 103.8967854 1.3945585, 103.8967849 1.3946006)",,,,,,,,,
24,6953295882,6953315375,0,742775924,,footway,False,12.708,"LINESTRING (103.8967465 1.3944324, 103.8967824 1.3944296, 103.8968096 1.3944481, 103.8968325 1.3944873)",,,,,,,,,
25,5889966094,5895455448,0,"[623722940, 623722941]",3,secondary,True,56.593,"LINESTRING (103.889354 1.3871291, 103.8890627 1.3873022, 103.8890202 1.3873278, 103.888917 1.3873902)",,Sengkang East Avenue,50,,,,,,
26,5889966094,5177230487,0,623722943,1,service,True,45.12599999999999,"LINESTRING (103.889354 1.3871291, 103.8892166 1.3871707, 103.8891461 1.3871875, 103.8891026 1.3871868, 103.889067 1.3871653, 103.8890067 1.3870796)",,,,,,,,,
27,5889966096,5895455448,0,623722942,1,service,True,23.964,"LINESTRING (103.8887977 1.3872107, 103.888917 1.3873902)",,,,,,,,,
28,5889966096,5177230488,0,646201025,,service,False,97.674,"LINESTRING (103.8887977 1.3872107, 103.8880507 1.3876732)",,,,,,,,,
29,5889966096,5177230487,0,647096289,,service,False,27.428,"LINESTRING (103.8887977 1.3872107, 103.8890067 1.3870796)",,,,,,,,,
30,5256544273,5256544290,0,656156630,,service,False,23.049,"LINESTRING (103.8966651 1.3966043, 103.8967415 1.396797)",,,,,,,,,
31,5256544273,6147970541,0,543768262,2,service,False,148.899,"LINESTRING (103.8966651 1.3966043, 103.8969219 1.3964799, 103.8969554 1.3964772, 103.8969836 1.3964906, 103.8971364 1.3967963, 103.8972048 1.3968245, 103.8972893 1.3968392, 103.8973483 1.3968794, 103.8973644 1.3969223, 103.8973819 1.3970336, 103.8973309 1.3971261, 103.8972713 1.397266)",,,,,,,,,
32,5256544273,5256544274,0,543768263,,service,False,129.71599999999998,"LINESTRING (103.8966651 1.3966043, 103.896596 1.3964209, 103.8965088 1.3961126, 103.8965102 1.3960696, 103.8965249 1.3960281, 103.8965558 1.396008, 103.8968924 1.3958511, 103.896938 1.3958471, 103.8970385 1.39589)",,,,,,,,,
33,5556264977,5556264978,0,646137965,2,residential,False,66.352,"LINESTRING (103.9045144 1.4167984, 103.9048176 1.4162844)",,Punggol Seventeenth Avenue,50,,,,,,
34,5556264977,5218808001,0,582303331,3,residential,True,32.979,"LINESTRING (103.9045144 1.4167984, 103.904462 1.4168316, 103.9043337 1.417028)",,Punggol Seventeenth Avenue,50,,,,,,
35,5556264978,368931974,0,33335304,2,residential,False,76.474,"LINESTRING (103.9048176 1.4162844, 103.9054064 1.4166401)",,Punggol Seventeenth Avenue,50,,,,,,
36,5556264978,5556264977,0,646137965,2,residential,False,66.352,"LINESTRING (103.9048176 1.4162844, 103.9045144 1.4167984)",,Punggol Seventeenth Avenue,50,,,,,,
37,5556264978,5218887526,0,646210496,2,residential,False,25.545,"LINESTRING (103.9048176 1.4162844, 103.9049338 1.4160862)",,Punggol Seventeenth Avenue,50,,,,,,
38,5256544274,5256544273,0,543768263,,service,False,129.716,"LINESTRING (103.8970385 1.39589, 103.896938 1.3958471, 103.8968924 1.3958511, 103.8965558 1.396008, 103.8965249 1.3960281, 103.8965102 1.3960696, 103.8965088 1.3961126, 103.896596 1.3964209, 103.8966651 1.3966043)",,,,,,,,,
39,5256544282,6147970541,0,656285937,,service,False,39.629999999999995,"LINESTRING (103.8976112 1.3972387, 103.8975616 1.3972723, 103.8974918 1.3972937, 103.8974074 1.3972951, 103.8972713 1.397266)",,,,,,,,,
40,5928411168,5177230429,0,627983389,2,service,False,15.036,"LINESTRING (103.8936 1.3892548, 103.8934737 1.3893032)",,,,,,,,,
41,5928411168,5256291403,0,"[627983388, 533682303]",2,service,False,155.059,"LINESTRING (103.8936 1.3892548, 103.8940735 1.3890874, 103.8940984 1.3890798, 103.8941213 1.3890793, 103.8941538 1.3890793, 103.8944425 1.3891473, 103.8944858 1.3891738, 103.8945052 1.3891905, 103.8945441 1.3893299, 103.8945414 1.3893581, 103.8945253 1.3893876, 103.8943054 1.38946)",,,,,,,,,
42,5256544290,5917409346,0,626874323,2,service,False,12.752,"LINESTRING (103.8967415 1.396797, 103.8966389 1.3968483)",,,,,,,,,
43,5256544290,5256544273,0,656156630,,service,False,23.049,"LINESTRING (103.8967415 1.396797, 103.8966651 1.3966043)",,,,,,,,,
44,5256544290,6147970541,0,543768264,,service,False,83.59700000000001,"LINESTRING (103.8967415 1.396797, 103.8969111 1.3970765, 103.8969594 1.3971543, 103.8970023 1.3971811, 103.8971686 1.3972441, 103.8972713 1.397266)",,,,,,,,,
45,5256544291,5917409346,0,627094607,,service,False,4.294,"LINESTRING (103.8966029 1.3968623, 103.8966389 1.3968483)",,,,,,,,,
46,5256544291,5917835964,0,626857825,1,residential,True,56.730999999999995,"LINESTRING (103.8966029 1.3968623, 103.8966303 1.3969339, 103.8966888 1.3970644, 103.8968191 1.3972039, 103.8968873 1.3972766)",,Compassvale Crescent,50,,,,,,
47,4042301480,3789907076,0,375638843,,cycleway,False,38.502,"LINESTRING (103.9171803 1.41612, 103.9171645 1.416034, 103.9171149 1.4159764, 103.917021 1.4159281, 103.9169607 1.4158798)",,,,,,,,,
48,4042301480,4056605960,0,"[401826050, 455736166]",,path,False,59.55,"LINESTRING (103.9171803 1.41612, 103.9173134 1.4159365, 103.9174019 1.4158078, 103.9174157 1.4157204, 103.9174104 1.4156564)",,,,1,,,,,
49,4042301480,4042301485,0,712196802,,cycleway,False,123.756,"LINESTRING (103.9171803 1.41612, 103.9171779 1.4161721, 103.9171578 1.4162311, 103.9169056 1.4165713, 103.9165279 1.417005)",,,,,,,,,
50,5217050665,5217050674,0,539102497,,service,False,219.406,"LINESTRING (103.9207826 1.3831516, 103.9205932 1.3825925, 103.920549 1.3825182, 103.9204941 1.3824545, 103.9203136 1.3823625, 103.9200004 1.3821998, 103.9198765 1.3821131, 103.919804 1.3820193, 103.9197739 1.3819185, 103.9197662 1.3816366)",,,,,,,,,
51,4042301481,3789907076,0,375638841,,cycleway,False,84.367,"LINESTRING (103.9162678 1.4161608, 103.9163019 1.4161403, 103.9166727 1.4159369, 103.91673 1.4159261, 103.9168221 1.4159233, 103.9168842 1.41591, 103.9169607 1.4158798)",,,,,,,,,
52,4042301481,3789907080,0,375638841,,cycleway,False,67.142,"LINESTRING (103.9162678 1.4161608, 103.9159272 1.4163739, 103.9158656 1.4163913, 103.9157966 1.4163853, 103.9157353 1.4163538)",,,,,,,,,
53,4042301481,4042301485,0,401826049,,cycleway,False,114.038,"LINESTRING (103.9162678 1.4161608, 103.9162284 1.4166936, 103.9162526 1.4167567, 103.9163089 1.4167902, 103.9164591 1.4168264, 103.9165141 1.416876, 103.9165279 1.417005)",,,,,,,,,
54,375767081,242953529,0,536420695,3,residential,True,11.566,"LINESTRING (103.8941221 1.3908289, 103.8940238 1.390863)",,Sengkang Square,50,,,,,,
55,4042301485,4042301481,0,401826049,,cycleway,False,114.03800000000001,"LINESTRING (103.9165279 1.417005, 103.9165141 1.416876, 103.9164591 1.4168264, 103.9163089 1.4167902, 103.9162526 1.4167567, 103.9162284 1.4166936, 103.9162678 1.4161608)",,,,,,,,,
56,4042301485,4042301480,0,712196802,,cycleway,False,123.75600000000001,"LINESTRING (103.9165279 1.417005, 103.9169056 1.4165713, 103.9171578 1.4162311, 103.9171779 1.4161721, 103.9171803 1.41612)",,,,,,,,,
57,4042301485,6696443288,0,712196802,,cycleway,False,146.08499999999998,"LINESTRING (103.9165279 1.417005, 103.9163442 1.4171897, 103.9162473 1.4172581, 103.9160227 1.417353, 103.9157971 1.417357, 103.9156093 1.4173117, 103.9154288 1.4172135, 103.9153791 1.4171688)",,,,,,,,,
58,5256544301,1854312580,0,175959380,2,tertiary,True,56.92,"LINESTRING (103.8870558 1.3927458, 103.8871413 1.3929291, 103.8872319 1.3932252)",,Anchorvale Road,50,,,,,,
59,5256544301,5926070785,0,"[543768266, 627727803, 627727805]",2,service,False,106.10499999999999,"LINESTRING (103.8870558 1.3927458, 103.8869642 1.3927742, 103.8869306 1.3927742, 103.8869038 1.3927621, 103.8868824 1.3927407, 103.8867965 1.3925865, 103.8867711 1.3925731, 103.8867362 1.392565, 103.8867013 1.3925691, 103.8862923 1.3928372)",parking_aisle,,,,,,,,
60,242958383,377648177,0,74963916,3,secondary,True,12.878,"LINESTRING (103.9060275 1.3885107, 103.9059487 1.3885956)",,Sengkang East Way,60,,,,,,
61,242958383,4459074796,0,"[630421789, 479343205]",2,tertiary,True,30.397999999999996,"LINESTRING (103.9060275 1.3885107, 103.9058829 1.3883854, 103.9058209 1.3883316)",,Rivervale Drive,50,,,,,,
62,5256544303,5256544302,0,543768267,,service,False,19.775,"LINESTRING (103.8887414 1.3862913, 103.8888368 1.3864414)",parking_aisle,,,,,,,,
63,5256544303,5256544302,1,"[533682313, 533682314, 533682315]",,service,True,159.07299999999998,"LINESTRING (103.8887414 1.3862913, 103.8882211 1.3866172, 103.8882158 1.3866265, 103.8882149 1.386634, 103.8882162 1.3866411, 103.8882985 1.3867689, 103.8883038 1.3867737, 103.8883122 1.3867764, 103.8883193 1.386776, 103.8883388 1.3867656, 103.8888368 1.3864414)",parking_aisle,,,,,,,,
64,5256544302,5177230474,0,533682313,,service,True,38.085,"LINESTRING (103.8888368 1.3864414, 103.8891239 1.3862545)",parking_aisle,,,,,,,,
65,5256544302,5256544303,0,543768267,,service,False,19.775,"LINESTRING (103.8888368 1.3864414, 103.8887414 1.3862913)",parking_aisle,,,,,,,,
66,5217050674,3662222774,0,539114510,2,unclassified,False,23.496,"LINESTRING (103.9197662 1.3816366, 103.9199533 1.3817349)",,Lorong Halus,50,,,,,,
67,5217050674,369941950,0,646702069,2,unclassified,False,88.173,"LINESTRING (103.9197662 1.3816366, 103.9190698 1.381257)",,Lorong Halus,50,,,,,,
68,5217050674,5217050665,0,539102497,,service,False,219.40599999999998,"LINESTRING (103.9197662 1.3816366, 103.9197739 1.3819185, 103.919804 1.3820193, 103.9198765 1.3821131, 103.9200004 1.3821998, 103.9203136 1.3823625, 103.9204941 1.3824545, 103.920549 1.3825182, 103.9205932 1.3825925, 103.9207826 1.3831516)",,,,,,,,,
69,242958389,5270601985,0,448937554,4,tertiary,True,6.335,"LINESTRING (103.906717 1.3893131, 103.9066912 1.3892623)",,Rivervale Drive,50,,,,,,
70,242958389,6497953526,0,"[479328457, 638254001]",1,residential,True,112.917,"LINESTRING (103.906717 1.3893131, 103.906958 1.389139, 103.9075348 1.3887108)",,Rivervale Crescent,50,,,,,,
71,242966584,5278671108,0,479325848,2,residential,False,7.165,"LINESTRING (103.8909003 1.3969096, 103.8908888 1.3968462)",,Anchorvale Link,40,,,,,,
72,242966584,369158350,0,536039221,2,residential,False,12.29,"LINESTRING (103.8909003 1.3969096, 103.8909219 1.397018)",,Anchorvale Link,40,,,,,,
73,242966584,5278671090,0,627992335,2,tertiary,True,9.347,"LINESTRING (103.8909003 1.3969096, 103.8908168 1.3969195)",,Anchorvale Street,50,,,,,,
74,5238915129,5238937468,0,541818597,,footway,False,15.958,"LINESTRING (103.8874146 1.3933387, 103.8873759 1.3932005)",,,,,,,,,
75,5238915129,370493440,0,627920133,2,service,False,7.687,"LINESTRING (103.8874146 1.3933387, 103.8873458 1.3933457)",driveway,,,,,,,,
76,5238915129,370494198,0,627920133,2,service,False,13.611,"LINESTRING (103.8874146 1.3933387, 103.8875364 1.3933262)",driveway,,,,,,,,
77,5238915129,5238937742,0,541818597,,footway,False,107.84999999999998,"LINESTRING (103.8874146 1.3933387, 103.8874704 1.3937069, 103.8875013 1.3939104, 103.8875496 1.3941665, 103.8875824 1.3942265, 103.8876334 1.394263)",,,,,,,,,
78,5917409344,5177263020,0,626826996,2,service,False,11.44,"LINESTRING (103.8979082 1.3973521, 103.8979477 1.3974471)",,,,,,,,,
79,5917409344,5177263019,0,756461071,1,residential,True,6.75,"LINESTRING (103.8979082 1.3973521, 103.8979367 1.3972985)",,Compassvale Crescent,50,,,,,,
80,5917409344,5917409345,0,756461073,2,service,False,6.466,"LINESTRING (103.8979082 1.3973521, 103.8978915 1.3972964)",,,,,,,,,
81,5917409345,5917409344,0,756461073,2,service,False,6.466,"LINESTRING (103.8978915 1.3972964, 103.8979082 1.3973521)",,,,,,,,,
82,5917409345,5917409351,0,626803620,1,residential,True,109.71,"LINESTRING (103.8978915 1.3972964, 103.8977693 1.3973406, 103.8975556 1.3973986, 103.8973794 1.3974137, 103.8971947 1.3973841, 103.897053 1.3973215, 103.8969545 1.3972589)",,Compassvale Crescent,50,,,,,,
83,6585360450,6091365444,0,"[648935791, 701202671]",3,tertiary,True,1033.039,"LINESTRING (103.9304475 1.3820737, 103.9303965 1.3820956, 103.9301398 1.3822059, 103.9294718 1.3825315, 103.9282776 1.383044, 103.9276285 1.3833225, 103.9270707 1.38357, 103.9269469 1.3836305, 103.9266258 1.3838274, 103.9260507 1.3842446, 103.9257744 1.3844859, 103.9255437 1.3847675, 103.9254311 1.3849203, 103.9253104 1.3851, 103.9251548 1.3853493, 103.9249617 1.385714, 103.9246198 1.3864149, 103.9240792 1.3876312, 103.9239064 1.388012)",,Pasir Ris Industrial Drive 1,50,,,,,,
84,4004978753,5361698715,0,639611110,2,service,False,55.983,"LINESTRING (103.8994418 1.4010648, 103.8989801 1.4012659)",driveway,,,,,,,,
85,4004978753,4004978752,0,645258075,2,service,False,40.847,"LINESTRING (103.8994418 1.4010648, 103.8992839 1.4007331)",driveway,,,,,,,,
86,4004978753,4004978754,0,645258512,2,service,False,21.658,"LINESTRING (103.8994418 1.4010648, 103.8995209 1.4012428)",driveway,,,,,,,,
87,5917409346,5917941846,0,626857824,1,residential,True,77.525,"LINESTRING (103.8966389 1.3968483, 103.8964016 1.3961927)",,Compassvale Crescent,50,,,,,,
88,5917409346,5256544290,0,626874323,2,service,False,12.752,"LINESTRING (103.8966389 1.3968483, 103.8967415 1.396797)",,,,,,,,,
89,5917409346,5256544291,0,627094607,,service,False,4.294,"LINESTRING (103.8966389 1.3968483, 103.8966029 1.3968623)",,,,,,,,,
90,4004978752,5284805521,0,645252467,2,service,False,17.779,"LINESTRING (103.8992839 1.4007331, 103.8994271 1.4006619)",driveway,,,,,,,,
91,4004978752,4004978753,0,645258075,2,service,False,40.847,"LINESTRING (103.8992839 1.4007331, 103.8994418 1.4010648)",driveway,,,,,,,,
92,4004978752,4004972145,0,397719200,2,service,False,139.233,"LINESTRING (103.8992839 1.4007331, 103.8989574 1.4008913, 103.8989231 1.4008982, 103.8985197 1.4008947, 103.8984408 1.400893, 103.898082 1.4009926)",driveway,,,,,,,,
93,4004978754,4004978755,0,397719508,,service,False,3.732,"LINESTRING (103.8995209 1.4012428, 103.8994885 1.4012516)",driveway,,,,,,,,
94,4004978754,4004978753,0,645258512,2,service,False,21.658,"LINESTRING (103.8995209 1.4012428, 103.8994418 1.4010648)",driveway,,,,,,,,
95,4004978754,4004978756,0,397719509,2,service,False,63.872,"LINESTRING (103.8995209 1.4012428, 103.899613 1.4014502, 103.8999318 1.4013117)",driveway,,,,,,,,
96,5917409351,5917409350,0,626857820,1,residential,True,4.24,"LINESTRING (103.8969545 1.3972589, 103.8969228 1.3972377)",,Compassvale Crescent,50,,,,,,
97,4004978755,4004978754,0,397719508,,service,False,3.732,"LINESTRING (103.8994885 1.4012516, 103.8995209 1.4012428)",driveway,,,,,,,,
98,4004978756,4004978754,0,397719509,2,service,False,63.872,"LINESTRING (103.8999318 1.4013117, 103.899613 1.4014502, 103.8995209 1.4012428)",driveway,,,,,,,,
99,373096523,369175567,0,74477406,,primary,True,16.394,"LINESTRING (103.9168727 1.3953907, 103.9167883 1.3952698)",,Punggol East,50,,,,,,
100,373096523,6192623093,0,682831299,3,tertiary,True,9.809,"LINESTRING (103.9168727 1.3953907, 103.9169447 1.3953397)",,Punggol Central,60,,,,,,
101,5917409350,5917835964,0,756460505,1,service,True,5.855,"LINESTRING (103.8969228 1.3972377, 103.8968873 1.3972766)",,,,,,,,,
102,5917409350,5917409346,0,626857826,1,residential,True,54.49600000000001,"LINESTRING (103.8969228 1.3972377, 103.8968233 1.3971469, 103.8967146 1.397024, 103.8966577 1.3968972, 103.8966389 1.3968483)",,Compassvale Crescent,50,,,,,,
103,3600777293,3600770201,0,391007732,4,secondary,True,55.798,"LINESTRING (103.896421 1.4009044, 103.8962338 1.4004388)",,Punggol Way,60,,,,,,
104,3600777293,3600770200,0,198159691,2,motorway_link,True,73.181,"LINESTRING (103.896421 1.4009044, 103.8965407 1.4005369, 103.8966835 1.4003058)",,,50,,,,,,
105,5917409357,6953315467,0,32790365,2,tertiary,True,128.132,"LINESTRING (103.8962839 1.3956916, 103.8973987 1.3953987)",,Compassvale Street,50,,,,,,
106,373096527,2274874105,0,166527473,3,primary,True,34.565,"LINESTRING (103.9167131 1.3955063, 103.9168995 1.3957551)",,Punggol East,50,,,,,,
107,373096527,373096523,0,534636066,,tertiary,True,21.909,"LINESTRING (103.9167131 1.3955063, 103.9168727 1.3953907)",,Punggol Central,60,,,,,,
108,6372073551,3089297465,0,"[718258640, 652036329, 655650917]","['5', '6', '3']",secondary,True,88.969,"LINESTRING (103.8932907 1.4174011, 103.8934043 1.4171082, 103.8935436 1.4168921, 103.8936787 1.4167073)",,Seletar North Link,50,,,,,,
109,6372073551,540043485,0,"[43105960, 680533103]",,"['service', 'footway']",False,309.61899999999997,"LINESTRING (103.8932907 1.4174011, 103.8934595 1.4174119, 103.8937641 1.417504, 103.8940838 1.4176298, 103.8943906 1.4178233, 103.8946989 1.4180845, 103.8949668 1.4184097, 103.8953716 1.4190599)",,,,,,,,,
110,373096533,411102684,0,534638684,,tertiary,True,11.633,"LINESTRING (103.9129423 1.3982171, 103.913025 1.398153)",,Punggol Central,60,,,,,,
111,373096533,2274876548,0,635693449,2,residential,True,37.766,"LINESTRING (103.9129423 1.3982171, 103.9131396 1.3984936)",,Edgedale Plains,40,,,,,,
112,5917941846,5917941847,0,727356554,2,service,False,5.69,"LINESTRING (103.8964016 1.3961927, 103.8963547 1.3962132)",,,,,,,,,
113,5917941846,5917409357,0,626874320,1,residential,True,58.321000000000005,"LINESTRING (103.8964016 1.3961927, 103.8962761 1.3958478, 103.8962701 1.3958089, 103.8962761 1.395764, 103.8962839 1.3956916)",,Compassvale Crescent,50,,,,,,
114,5917941847,5256544291,0,626874321,1,residential,True,77.27,"LINESTRING (103.8963547 1.3962132, 103.8966029 1.3968623)",,Compassvale Crescent,50,,,,,,
115,5917941847,5917941848,0,626874322,2,service,False,12.297,"LINESTRING (103.8963547 1.3962132, 103.8962549 1.3962609)",,,,,,,,,
116,5917941847,5917941846,0,727356554,2,service,False,5.69,"LINESTRING (103.8963547 1.3962132, 103.8964016 1.3961927)",,,,,,,,,
117,5917941848,5917941847,0,626874322,2,service,False,12.297,"LINESTRING (103.8962549 1.3962609, 103.8963547 1.3962132)",,,,,,,,,
118,5917941848,5919694979,0,627069307,2,service,False,22.681,"LINESTRING (103.8962549 1.3962609, 103.8961825 1.3960702)",,,,,,,,,
119,5917941848,5919694971,0,627069308,2,service,False,29.992,"LINESTRING (103.8962549 1.3962609, 103.8963487 1.3965138)",,,,,,,,,
120,3063324776,1848076757,0,627988651,3,tertiary,True,35.849,"LINESTRING (103.899409 1.3947905, 103.8990991 1.3948797)",,Compassvale Street,50,,,,,,
121,3063324776,3063324013,0,302094697,1,tertiary_link,True,47.509,"LINESTRING (103.899409 1.3947905, 103.8992372 1.3947748, 103.8991713 1.3947516, 103.8990234 1.3946405)",,,50,,,,,,
122,375767150,3063308595,0,174886215,2,residential,True,29.72,"LINESTRING (103.8941561 1.3909121, 103.894409 1.3908254)",,Sengkang Square,50,,,,,,
123,375767150,375767081,0,536420700,2,residential,True,9.994,"LINESTRING (103.8941561 1.3909121, 103.8941221 1.3908289)",,Sengkang Square,50,,,,,,
124,5681062000,5198082611,0,645287406,,service,False,6.92,"LINESTRING (103.8924272 1.4038968, 103.8924367 1.4039583)",driveway,,,,,,,,
125,5681062000,5198082608,0,536647016,,service,False,43.879,"LINESTRING (103.8924272 1.4038968, 103.8924136 1.4038085, 103.8921118 1.403855)",driveway,,,,,,,,
126,5681062000,5680984292,0,646867842,,service,False,46.388,"LINESTRING (103.8924272 1.4038968, 103.8924635 1.4038922, 103.8928406 1.4038399)",,,,,,,,,
127,5681062005,5176928174,0,507688162,2,service,False,17.47,"LINESTRING (103.8809557 1.395773, 103.8809873 1.3959269)",driveway,,,,,,,,
128,5681062005,4971478225,0,507688162,2,service,False,12.045,"LINESTRING (103.8809557 1.395773, 103.880937 1.3956663)",driveway,,,,,,,,
129,5681062005,4005499843,0,397765682,,footway,False,196.16600000000003,"LINESTRING (103.8809557 1.395773, 103.8809913 1.3957676, 103.8817745 1.3956289, 103.8824378 1.3955156, 103.8826949 1.3954745)",,,,,,,,,
130,5681062005,4005499848,0,397765682,,footway,False,194.955,"LINESTRING (103.8809557 1.395773, 103.8796951 1.3959899, 103.8795288 1.396006, 103.8793679 1.3959792, 103.8792284 1.3960167)",,,,,,,,,
131,5278670966,242966967,0,"[663986498, 533682284]",2,service,False,6.962,"LINESTRING (103.8907919 1.3955675, 103.8907655 1.3955701, 103.8907296 1.3955739)",,,,,,,,,
132,5278670966,5177230347,0,533682284,2,service,False,8.794,"LINESTRING (103.8907919 1.3955675, 103.8908276 1.3955604, 103.8908695 1.3955521)",,,,,,,,,
133,5278670966,5278671106,0,541818554,,footway,False,19.234,"LINESTRING (103.8907919 1.3955675, 103.8907883 1.3955206, 103.8907756 1.3953953)",,,,,,,,,
134,5278670966,6092656618,0,541818554,,footway,False,55.39,"LINESTRING (103.8907919 1.3955675, 103.890807 1.395768, 103.8908428 1.3960629)",,,,,,,,,
135,5681062006,5431516449,0,563656305,1,service,True,10.111,"LINESTRING (103.8904087 1.3968771, 103.8904164 1.3969677)",,,,,,,,,
136,5681062006,5238936270,0,541818494,,footway,False,36.363,"LINESTRING (103.8904087 1.3968771, 103.8905905 1.3968633, 103.8906464 1.3968425, 103.8907108 1.3967868)",,,,,,,,,
137,5681062006,5728531164,0,541818494,,footway,False,142.487,"LINESTRING (103.8904087 1.3968771, 103.889175 1.397043, 103.8891382 1.3970467)",,,,,,,,,
138,5919694968,5919694971,0,627069310,2,service,False,31.274,"LINESTRING (103.8960944 1.3966341, 103.8961428 1.3966112, 103.8962339 1.3965681, 103.8963487 1.3965138)",,,,,,,,,
139,6791757944,6193992054,0,661626786,,footway,False,6.13,"LINESTRING (103.9001327 1.3935089, 103.9001054 1.3935568)",,,,,,,,,
140,6791757944,5177295493,0,724195995,,footway,False,13.758,"LINESTRING (103.9001327 1.3935089, 103.9002556 1.3934943)",,,,,,,,,
141,6791757944,6791757945,0,661626786,,footway,False,28.804000000000002,"LINESTRING (103.9001327 1.3935089, 103.9001647 1.39346, 103.9001674 1.393448, 103.9001217 1.3933554, 103.9000972 1.3933427, 103.9000407 1.3933322)",,,,,,,,,
142,5278670968,5278670967,0,541818497,,footway,False,9.053,"LINESTRING (103.8907455 1.3954043, 103.8906675 1.3954277)",,,,,,,,,
143,5278670968,5278671106,0,541818497,,footway,False,3.492,"LINESTRING (103.8907455 1.3954043, 103.8907756 1.3953953)",,,,,,,,,
