,u,v,key,osmid,lanes,highway,oneway,length,geometry,service,name,maxspeed,width,bridge,tunnel,access,ref,junction
4003,6092656491,3063310128,0,627676748,2,service,False,9.682,"LINESTRING (103.8887078 1.3887232, 103.8887798 1.3886742)",driveway,,,,,,,,
4004,6092656491,378717591,0,627676748,2,service,False,8.455,"LINESTRING (103.8887078 1.3887232, 103.8886446 1.3887655)",driveway,,,,,,,,
4005,6092656491,5238938165,0,541818603,,footway,False,88.27799999999999,"LINESTRING (103.8887078 1.3887232, 103.8886406 1.3886006, 103.8885923 1.3885215, 103.8884367 1.388264, 103.8883871 1.3881916, 103.888308 1.3881554, 103.8882242 1.3881366)",,,,,,,,,
4006,6092656491,5238938051,0,541818603,,footway,False,197.26800000000003,"LINESTRING (103.8887078 1.3887232, 103.8888042 1.388917, 103.8889345 1.389258, 103.8889933 1.389413, 103.8892709 1.3901672, 103.8892964 1.3902583, 103.8892937 1.3903352, 103.8892771 1.3903841)",,,,,,,,,
4007,4005007230,4004999728,0,397722377,,service,False,35.038,"LINESTRING (103.8956356 1.4050998, 103.8955819 1.4047893)",driveway,,,,,,,,
4008,3063312255,5278670976,0,546216184,,footway,False,11.501,"LINESTRING (103.8930882 1.3910841, 103.8930421 1.3911767)",,,,,,,,,
4009,3063312255,3063312773,0,302094710,1,primary_link,True,27.654,"LINESTRING (103.8930882 1.3910841, 103.8929964 1.3909996, 103.8929037 1.3909173)",,,50,,,,,,
4010,4005007233,5256486376,0,"[397722378, 703355659]",2,service,False,60.858999999999995,"LINESTRING (103.8951567 1.4057919, 103.8952911 1.4057871, 103.8957039 1.4057745)",driveway,,,,,,,,
4011,4005007233,5178392194,0,"[534994110, 703353366, 620532292]","['4', '2']",residential,True,203.254,"LINESTRING (103.8951567 1.4057919, 103.895046 1.4050761, 103.8949009 1.4042332, 103.8948543 1.4039893)",,Sumang Walk,50,,,,,,
4012,5683941254,3849482162,0,381783543,,footway,False,193.21699999999998,"LINESTRING (103.9193813 1.3977107, 103.9193143 1.3977764, 103.919085 1.3979238, 103.9190367 1.3980298, 103.9190193 1.3980968, 103.9190285 1.3981912, 103.9196381 1.3990958)",,,,,,,,,
4013,6862024582,5177230347,0,628000485,2,service,False,87.571,"LINESTRING (103.8916377 1.3953776, 103.8908695 1.3955521)",,,,,,,,,
4014,6862024582,5928576989,0,628000486,2,service,False,19.212,"LINESTRING (103.8916377 1.3953776, 103.8915125 1.3952585)",,,,,,,,,
4015,6862024582,5928539883,0,"[628000488, 533682286, 628000487]",2,service,False,202.09,"LINESTRING (103.8916377 1.3953776, 103.8922834 1.395249, 103.8926232 1.3951491, 103.8926415 1.3951129, 103.8926467 1.3950619, 103.8924855 1.394367)",,,,,,,,,
4016,3063312269,369164641,0,627954128,3,secondary,True,45.269,"LINESTRING (103.9010239 1.3910934, 103.9014304 1.391069)",,Sengkang East Way,60,,,,,,
4017,3063312269,3063313410,0,302094712,1,secondary_link,True,53.05799999999999,"LINESTRING (103.9010239 1.3910934, 103.9012152 1.3911526, 103.9012944 1.3911986, 103.9013475 1.391266, 103.9013847 1.3913584)",,,50,,,,,,
4018,3444600725,3444600670,0,505592363,,track,False,4972.073000000001,"LINESTRING (103.9017258 1.3626521, 103.9014739 1.364526, 103.9014521 1.3646905, 103.9013422 1.3650106, 103.901215 1.3652922, 103.9009278 1.3656564, 103.9005261 1.3661559, 103.9002296 1.3664454, 103.9000264 1.3666835, 103.9000475 1.3668446, 103.9002109 1.367134, 103.9010422 1.3692232, 103.902275 1.3715716, 103.9024502 1.3717817, 103.9027724 1.3722322, 103.9034052 1.3728531, 103.904038 1.3734577, 103.9045423 1.3741581, 103.9047703 1.3745585, 103.9051647 1.3752485, 103.9055837 1.3765422, 103.9057316 1.377152, 103.9057809 1.3782054, 103.9056946 1.3789447, 103.9054913 1.3795299, 103.9053742 1.3806881, 103.9053064 1.3820864, 103.9054235 1.3827702, 103.9056885 1.3832939, 103.9060828 1.3837805, 103.9068223 1.3842857, 103.9074139 1.3844951, 103.9088743 1.3847662, 103.9092132 1.3848155, 103.9097493 1.3848401, 103.9107167 1.384643, 103.9114315 1.384489, 103.9128612 1.3843966, 103.9132001 1.3844335, 103.9136807 1.384643, 103.9141798 1.3848832, 103.9143339 1.385105, 103.9149008 1.3855978, 103.9155478 1.3863802, 103.9158498 1.3870824, 103.9166015 1.3892201, 103.9169774 1.3899901, 103.9172917 1.3904829, 103.9175259 1.3907848, 103.9182468 1.3915918, 103.9192697 1.3926945, 103.9195717 1.3925405, 103.9198651 1.3926336, 103.9206491 1.392191, 103.9210198 1.3916719, 103.9212724 1.3911436, 103.9214203 1.3906678)",,,,,,,,,
4019,5925695385,5925695386,0,627689536,2,service,False,11.435,"LINESTRING (103.8873611 1.3964316, 103.8874636 1.3964229)",,,,,,,,,
4020,5925695386,368207531,0,32844734,2,service,False,16.948,"LINESTRING (103.8874636 1.3964229, 103.8874488 1.3962712)",,,,,,,,,
4021,5925695386,5925695385,0,627689536,2,service,False,11.435,"LINESTRING (103.8874636 1.3964229, 103.8873611 1.3964316)",,,,,,,,,
4022,5925695386,369995682,0,"[639566353, 627689535]",2,service,False,66.612,"LINESTRING (103.8874636 1.3964229, 103.8874749 1.3965379, 103.887522 1.3970191)",,,,,,,,,
4023,369995680,369998660,0,32844718,2,service,False,8.191,"LINESTRING (103.8870989 1.3970614, 103.8870864 1.3969888)",,,,,,,,,
4024,369995680,369995682,0,"[524485913, 627930954]",1,service,True,47.268,"LINESTRING (103.8870989 1.3970614, 103.8873598 1.3970336, 103.887522 1.3970191)",parking_aisle,,,,,,,,
4025,369995682,369995680,0,"[524485912, 524485914, 32844496]",1,service,True,67.214,"LINESTRING (103.887522 1.3970191, 103.8875077 1.397107, 103.8874987 1.3971256, 103.8874774 1.3971378, 103.8871551 1.3971764, 103.8871298 1.397173, 103.8871124 1.397157, 103.8870989 1.3970614)",parking_aisle,,,,,,,,
4026,369995682,5925695386,0,"[639566353, 627689535]",2,service,False,66.612,"LINESTRING (103.887522 1.3970191, 103.8874749 1.3965379, 103.8874636 1.3964229)",,,,,,,,,
4027,368897966,373096533,0,383281850,,residential,True,17.629,"LINESTRING (103.9128445 1.3980923, 103.9129423 1.3982171)",,Edgedale Plains,40,,,,,,
4028,368897966,2274876138,0,383281858,3,tertiary,True,31.522,"LINESTRING (103.9128445 1.3980923, 103.912612 1.3982546)",,Punggol Central,60,,,,,,
4029,3849482161,5184594329,0,534644338,,footway,False,43.255,"LINESTRING (103.9099319 1.4064212, 103.9100282 1.4067981)",,,,,yes,,,,
4030,3849482161,3058329687,0,163791722,,cycleway,False,529.2669999999999,"LINESTRING (103.9099319 1.4064212, 103.910269 1.4063032, 103.9104885 1.4061893, 103.910809 1.4060056, 103.9110424 1.4058501, 103.9112261 1.4057013, 103.9115211 1.4054077, 103.9117715 1.4050543, 103.9119963 1.4047637, 103.9121193 1.4046046, 103.9122849 1.4044306, 103.9123453 1.4043722, 103.9123815 1.4043467, 103.9124432 1.4043105, 103.9124869 1.4042786, 103.9125113 1.4042477, 103.912539 1.4042158, 103.9125869 1.4041328, 103.9126329 1.4040864, 103.9126604 1.4040656, 103.9127241 1.4040281, 103.912757 1.4040073, 103.9127858 1.4039765, 103.9128415 1.4038987, 103.9128723 1.4038658, 103.9129072 1.4038343, 103.9129279 1.4038178, 103.9129662 1.4037934, 103.9130379 1.4037532, 103.9130869 1.4037284, 103.9131191 1.403707, 103.9131539 1.4036768, 103.9131861 1.4036419, 103.9132123 1.4036084, 103.9132565 1.4035414, 103.9133491 1.4034388, 103.9133846 1.4034067, 103.9134557 1.4033552)",,Punggol Waterway,,,,,yes,,
4031,3849482161,3058316860,0,163791722,,cycleway,False,237.367,"LINESTRING (103.9099319 1.4064212, 103.9094961 1.4065271, 103.9091702 1.4065875, 103.9089154 1.4066304, 103.9087182 1.4067108, 103.908399 1.4068623, 103.9081402 1.4070259, 103.9080356 1.407109, 103.9079737 1.4071755)",,Punggol Waterway,,,,,yes,,
4032,3849482162,1754687664,0,163791722,,cycleway,False,247.14999999999998,"LINESTRING (103.9196381 1.3990958, 103.9199648 1.398908, 103.920192 1.398725, 103.9204645 1.3985199, 103.9205844 1.3984421, 103.9207412 1.3983832, 103.9207938 1.3983506, 103.920844 1.3983075, 103.9208745 1.3982674, 103.9209873 1.3981308, 103.9214104 1.3977834)",,Punggol Waterway,,,,,yes,,
4033,3849482162,5184780724,0,163791722,,cycleway,False,238.924,"LINESTRING (103.9196381 1.3990958, 103.9193367 1.3993014, 103.9190842 1.3994781, 103.9187991 1.3996737, 103.9184621 1.3999313, 103.9183078 1.4000492, 103.9181947 1.4001475, 103.9180206 1.4003384, 103.9179534 1.4004174)",,Punggol Waterway,,,,,yes,,
4034,3849482162,5683941254,0,381783543,,footway,False,193.217,"LINESTRING (103.9196381 1.3990958, 103.9190285 1.3981912, 103.9190193 1.3980968, 103.9190367 1.3980298, 103.919085 1.3979238, 103.9193143 1.3977764, 103.9193813 1.3977107)",,,,,,,,,
4035,3063312306,5927881036,0,627918597,2,residential,True,31.575,"LINESTRING (103.8941392 1.3912017, 103.894237 1.3914683)",,Sengkang Square,50,,,,,,
4036,3849482168,5184594401,0,163788986,,cycleway,False,121.40899999999999,"LINESTRING (103.902932 1.4120562, 103.9028724 1.4120401, 103.9027738 1.4119878, 103.9027403 1.4119724, 103.902696 1.411963, 103.9026564 1.4119436, 103.9026131 1.4118922, 103.9025732 1.4118146, 103.9025546 1.4117223, 103.9025572 1.4116379, 103.9025773 1.4115561, 103.9026269 1.4114314, 103.9027542 1.4112269)",,Punggol Waterway,,,,,yes,,
4037,3849482168,3058248386,0,163788986,,cycleway,False,176.594,"LINESTRING (103.902932 1.4120562, 103.903831 1.4120293, 103.9042121 1.4120079, 103.904373 1.4119677, 103.9045018 1.4119087)",,Punggol Waterway,,,,,yes,,
4038,3849482168,5184594389,0,381783544,,footway,False,113.64999999999998,"LINESTRING (103.902932 1.4120562, 103.9028898 1.4121018, 103.9028428 1.4121125, 103.9027651 1.4120937, 103.9026926 1.412091, 103.9026296 1.4121085, 103.9025867 1.4121433, 103.902515 1.412155, 103.902454 1.412159, 103.902369 1.41214, 103.902141 1.412038, 103.9020932 1.4119891, 103.9020731 1.4119302, 103.9020659 1.4118933)",,,,,,,,,
4039,3063312313,3063312994,0,"[627918602, 635688468]","['3', '2']",residential,True,53.838,"LINESTRING (103.8933002 1.3912072, 103.8933492 1.3911935, 103.893758 1.3910495)",,Sengkang Square,50,,,,,,
4040,5218734012,5218734830,0,539300765,,service,False,177.97700000000003,"LINESTRING (103.8970352 1.4201829, 103.8964722 1.4201748, 103.8964081 1.4201666, 103.8963492 1.4201301, 103.896174 1.4199571, 103.8959768 1.4197161, 103.8959569 1.4196766, 103.8958409 1.4193977)",parking_aisle,,,,,,,,
4041,5218734017,5218734018,0,539300766,,service,False,35.429,"LINESTRING (103.8961064 1.4187103, 103.8958309 1.4185501)",parking_aisle,,,,,,,,
4042,5218734017,5218734830,0,"[539300762, 539300764]",,service,True,93.635,"LINESTRING (103.8961064 1.4187103, 103.8960577 1.4187844, 103.8957727 1.4190847, 103.8957557 1.4191063, 103.8957465 1.4191247, 103.8957449 1.4191471, 103.8957485 1.4191709, 103.8958409 1.4193977)",parking_aisle,,,,,,,,
4043,5218734018,5218734017,0,539300766,,service,False,35.429,"LINESTRING (103.8958309 1.4185501, 103.8961064 1.4187103)",parking_aisle,,,,,,,,
4044,5218734018,3089291530,0,304396643,,service,False,75.932,"LINESTRING (103.8958309 1.4185501, 103.8958422 1.4185235, 103.8958697 1.4184167, 103.8958933 1.4182537, 103.89589 1.4181648, 103.8958717 1.4180306, 103.8958347 1.4178805)",,,,,,,,,
4045,5218734018,540043485,0,645281809,,service,False,77.84,"LINESTRING (103.8958309 1.4185501, 103.8957742 1.4186829, 103.8957071 1.4187776, 103.8956321 1.4188591, 103.8953716 1.4190599)",,,,,,,,,
4046,3849482178,1748996464,0,"[218215304, 166523291, 720099568]",2,residential,True,151.459,"LINESTRING (103.902663 1.410298, 103.9027275 1.4103897, 103.9028569 1.4105235, 103.9029773 1.4106082, 103.9030856 1.4106659, 103.9032197 1.4107271, 103.9033893 1.4107688, 103.9034641 1.4107743, 103.9035544 1.4107807, 103.903715 1.4107658, 103.9038563 1.4107316)",,Sentul Crescent,50,,yes,,,,
4047,5218734019,5218734017,0,539300762,,service,True,13.97,"LINESTRING (103.8961668 1.4186002, 103.8961154 1.4186966, 103.8961064 1.4187103)",parking_aisle,,,,,,,,
4048,5218734019,5218734831,0,"[539300768, 646137787]",,service,False,96.798,"LINESTRING (103.8961668 1.4186002, 103.8961799 1.4185574, 103.8961925 1.4185033, 103.8962048 1.4184094, 103.8962102 1.4181383, 103.896214 1.4181222, 103.8962225 1.4181114, 103.8962356 1.4181083, 103.8962502 1.418106, 103.8965961 1.4181121)",parking_aisle,,,,,,,,
4049,3849482185,5184594406,0,381783544,,footway,False,64.057,"LINESTRING (103.9023633 1.410637, 103.902408 1.410734, 103.902397 1.410818, 103.9022917 1.4109313, 103.9022434 1.4109836, 103.9021797 1.411129)",,,,,,,,,
4050,3849482185,5218833655,0,539312662,,service,True,12.299,"LINESTRING (103.9023633 1.410637, 103.902386 1.4106212, 103.9024008 1.4105978, 103.9024056 1.4105706, 103.9023996 1.4105436)",,,,,,,,,
4051,5218422733,6113106114,0,476145611,3,primary,True,60.117,"LINESTRING (103.9166348 1.3950568, 103.9163379 1.3946603, 103.9163107 1.394624)",,Punggol East,60,,,,,,
4052,5218422734,373096523,0,682831300,4,primary,True,39.96,"LINESTRING (103.917078 1.3956857, 103.9168727 1.3953907)",,Punggol East,50,,,,,,
4053,5218422734,6192623091,0,597112070,1,primary_link,True,30.374000000000002,"LINESTRING (103.917078 1.3956857, 103.9170612 1.3955428, 103.9170693 1.3954315, 103.917071 1.3954139)",,,50,,,,,,
4054,5218422737,5218422743,0,539268580,,service,False,27.646,"LINESTRING (103.918238 1.3946616, 103.9181802 1.3945715, 103.9181633 1.3945569, 103.9181363 1.3945438, 103.9181094 1.3945392, 103.9180824 1.3945575, 103.9180531 1.3945554)",,,,,,,,,
4055,5218422743,5218422737,0,539268580,,service,False,27.646,"LINESTRING (103.9180531 1.3945554, 103.9180824 1.3945575, 103.9181094 1.3945392, 103.9181363 1.3945438, 103.9181633 1.3945569, 103.9181802 1.3945715, 103.918238 1.3946616)",,,,,,,,,
4056,5218422743,6091365454,0,"[616193730, 616193732, 761362870]",3,tertiary,True,863.4490000000002,"LINESTRING (103.9180531 1.3945554, 103.9186231 1.3941684, 103.9199336 1.3932384, 103.9214098 1.3921988, 103.9217223 1.3919546, 103.9221718 1.3915357, 103.9224658 1.3911945, 103.9227226 1.3908263, 103.9229288 1.3904783, 103.9231518 1.390029, 103.9233613 1.3895883, 103.9235116 1.3892606)",,"['Pasir Ris Industrial Drive 1', 'Punggol Central']",60,,yes,,,,
4057,6054064096,6054062883,0,"[643273147, 643273148, 643273149]",,service,False,381.82399999999996,"LINESTRING (103.8882512 1.4242955, 103.888289 1.4244044, 103.8883668 1.4245444, 103.8885981 1.424989, 103.8886826 1.4251513, 103.8887337 1.4251757, 103.8888315 1.4251424, 103.8895119 1.4247467, 103.8895987 1.4246445, 103.8895987 1.4245911, 103.8893563 1.424151, 103.8892184 1.4239287, 103.8891495 1.4238531, 103.8890183 1.4238176, 103.8886805 1.4238288)",,,,,,,,,
4058,6054064096,6054062883,1,"[643273145, 643273146, 643273150]",,service,False,374.73699999999997,"LINESTRING (103.8882512 1.4242955, 103.8880844 1.4241399, 103.8879755 1.4239954, 103.8878132 1.4237309, 103.8875019 1.4232152, 103.8874352 1.423104, 103.8874419 1.4230574, 103.8874997 1.4230062, 103.8878955 1.4227973, 103.8879733 1.4227995, 103.8880311 1.4228462, 103.8884158 1.4235931, 103.8885114 1.4236909, 103.8886805 1.4238288)",,,,,,,,,
4059,6054064096,6054062883,2,643273150,,service,False,71.244,"LINESTRING (103.8882512 1.4242955, 103.8886159 1.4239554, 103.8886805 1.4238288)",,,,,,,,,
4060,6054064099,1748976557,0,539296462,,service,False,11.962,"LINESTRING (103.8888316 1.4234796, 103.8887443 1.4234167)",,,,,,,,,
4061,6054064099,1736766923,0,539296462,,service,False,19.080000000000002,"LINESTRING (103.8888316 1.4234796, 103.8888544 1.4234961, 103.8889926 1.4235347)",,,,,,,,,
4062,6054064099,6054062883,0,643273150,,service,False,42.334,"LINESTRING (103.8888316 1.4234796, 103.8887226 1.4237464, 103.8886805 1.4238288)",,,,,,,,,
4063,6092656618,5928088218,0,628004189,2,service,False,6.248,"LINESTRING (103.8908428 1.3960629, 103.8907874 1.3960724)",,,,,,,,,
4064,6092656618,5278670966,0,541818554,,footway,False,55.39,"LINESTRING (103.8908428 1.3960629, 103.890807 1.395768, 103.8907919 1.3955675)",,,,,,,,,
4065,6092656618,5238937992,0,541818554,,footway,False,79.25999999999999,"LINESTRING (103.8908428 1.3960629, 103.8909057 1.3966061, 103.8909499 1.3966787, 103.8910088 1.3967343)",,,,,,,,,
4066,6092656618,5928610165,0,628004189,2,service,False,23.383000000000003,"LINESTRING (103.8908428 1.3960629, 103.8909513 1.3960334, 103.8910438 1.3960013)",,,,,,,,,
4067,5218349037,5218349048,0,173963244,2,residential,True,64.734,"LINESTRING (103.9139104 1.3927356, 103.9134577 1.3931018)",,Punggol Field,50,,,,,,
4068,5218349037,5218349044,0,539261590,1,residential,True,81.00099999999999,"LINESTRING (103.9139104 1.3927356, 103.9137309 1.392859, 103.9135587 1.3929708, 103.913498 1.3929883, 103.9134431 1.3929813, 103.9133929 1.3929556, 103.9132952 1.392869)",,,50,,,,,,
4069,6851080176,5256364991,0,"[731553658, 731553659, 736459918]",2,service,False,187.323,"LINESTRING (103.9013674 1.3928232, 103.9013714 1.3931879, 103.9013875 1.3934909, 103.9014385 1.3936706, 103.9014843 1.3937201, 103.9015527 1.3937569, 103.9016077 1.3937817, 103.9016692 1.3937859, 103.9020583 1.3936537, 103.9022004 1.3936001)",,,,,,,,,
4070,5218349044,5218349049,0,620514573,2,residential,True,67.204,"LINESTRING (103.9132952 1.392869, 103.9129346 1.3923839)",,Punggol Field Walk,50,,,,,,
4071,5218349048,411102660,0,620514575,2,residential,True,16.226,"LINESTRING (103.9134577 1.3931018, 103.9133432 1.3931923)",,Punggol Field,50,,,,,,
4072,5218349048,5218349044,0,539261591,1,residential,True,31.609,"LINESTRING (103.9134577 1.3931018, 103.9133509 1.3929614, 103.9132952 1.392869)",,Punggol Field Walk,50,,,,,,
4073,5218349049,4491725462,0,452362560,,service,False,9.137,"LINESTRING (103.9129346 1.3923839, 103.9128657 1.3924287)",,,,,,,,,
4074,5218349049,5218349066,0,620557606,2,residential,True,67.74,"LINESTRING (103.9129346 1.3923839, 103.9125736 1.3918931)",,Punggol Field Walk,50,,,,,,
4075,4604735489,4604735490,0,539317431,,service,False,9.705,"LINESTRING (103.8951953 1.4170765, 103.8951367 1.4171412)",,,,,,,,,
4076,4604735489,5218714328,0,645328231,,service,False,43.365,"LINESTRING (103.8951953 1.4170765, 103.8954817 1.4168117)",,,,,,,,,
4077,4604735489,5218714341,0,"[655139833, 465515642, 655141661]","['3', '4']",service,True,99.054,"LINESTRING (103.8951953 1.4170765, 103.8949739 1.4168636, 103.8948102 1.4167403, 103.8944884 1.4165403)",,,,,,,,,
4078,4604735490,4604735489,0,539317431,,service,False,9.705,"LINESTRING (103.8951367 1.4171412, 103.8951953 1.4170765)",,,,,,,,,
4079,4604735490,3089291531,0,648024695,,service,True,62.232,"LINESTRING (103.8951367 1.4171412, 103.8954006 1.4174144, 103.8955558 1.4175054)",,,,,,,,,
4080,370003971,5268252281,0,32845180,2,service,False,15.671,"LINESTRING (103.8860616 1.3903358, 103.8859389 1.3904052)",driveway,,,,,,,,
4081,370003971,6705275186,0,"[544584932, 544584933, 544584934, 627321420, 627321422, 713299029]",2,service,False,389.6459999999999,"LINESTRING (103.8860616 1.3903358, 103.8858967 1.3901008, 103.885784 1.3899172, 103.8857653 1.3898441, 103.88578 1.3897093, 103.8857923 1.3896861, 103.8859181 1.3895846, 103.8859617 1.3895846, 103.8859939 1.3895967, 103.8860307 1.3896536, 103.8860841 1.3897362, 103.8862011 1.3899171, 103.8862319 1.3899225, 103.8862614 1.3899145, 103.8867992 1.3896262, 103.8868207 1.3896061, 103.8868274 1.3895726, 103.8867078 1.3893786, 103.8866366 1.3892631, 103.8866141 1.3892267, 103.8866141 1.3891918, 103.8866289 1.389161, 103.8868071 1.3890788, 103.8869481 1.3890801, 103.8871026 1.3889771, 103.8871735 1.3888533, 103.8873983 1.3887093)",driveway,,,,,building_passage,,,
4082,370003971,370002939,0,"[681371457, 681371458, 681371459, 627321421, 62272693]",2,service,False,559.7600000000001,"LINESTRING (103.8860616 1.3903358, 103.8861193 1.3905298, 103.8861481 1.3905975, 103.886189 1.3906331, 103.8862265 1.3906599, 103.886312 1.3906903, 103.8874657 1.3899828, 103.8875476 1.3899305, 103.887628 1.3899346, 103.8876669 1.3899882, 103.8880599 1.3907242, 103.8880894 1.3907712, 103.8881403 1.3907739, 103.8881873 1.3907524, 103.8885494 1.3906076, 103.888768 1.3905312, 103.8891461 1.3903891, 103.889185 1.3903393, 103.889213 1.3902868, 103.8892282 1.3902308, 103.8892107 1.3901643, 103.8889544 1.3895096)",driveway,,,,,,,,
4083,4315525128,6791737417,0,432545162,,footway,False,5.055,"LINESTRING (103.8942453 1.3948491, 103.8942836 1.3948246)",,,,,,,,,
4084,4315525128,4430972597,0,"[476692296, 717470515, 476708349]","['5', '6', '4']",primary,True,132.237,"LINESTRING (103.8942453 1.3948491, 103.8940895 1.3944018, 103.8939848 1.3940855, 103.8938566 1.3937252)",,Sengkang East Road,60,,,,,,
4085,5218349065,5256683763,0,539261593,2,residential,True,24.08,"LINESTRING (103.9125084 1.3918116, 103.9123722 1.3916432)",,Punggol Field Walk,40,,,,,,
4086,5218349065,5218349081,0,621114471,2,residential,True,10.377,"LINESTRING (103.9125084 1.3918116, 103.9124364 1.391871)",,Punggol Field Walk,50,,,,,,
4087,5218349066,5218349065,0,539261597,2,residential,True,11.604,"LINESTRING (103.9125736 1.3918931, 103.9125084 1.3918116)",,Punggol Field Walk,50,,,,,,
4088,5218349066,5277959903,0,"[708914979, 708914980, 635729661, 465240607]","['3', '2']",residential,True,130.28,"LINESTRING (103.9125736 1.3918931, 103.9127831 1.3917244, 103.9130191 1.3915367, 103.9133166 1.3912938, 103.9134363 1.3912008, 103.9134724 1.3911761, 103.9134892 1.391162)",,Punggol Field Walk,50,,,,,,
4089,5218398221,5218386775,0,476166957,2,residential,True,15.893,"LINESTRING (103.9097782 1.3936055, 103.9096929 1.3934908)",,Edgedale Plains,40,,,,,,
4090,5218398221,5218396220,0,641081342,,service,False,9.654,"LINESTRING (103.9097782 1.3936055, 103.9097085 1.3936573)",,,,,,,,,
4091,5218398222,5218396220,0,539265949,2,service,False,9.599,"LINESTRING (103.9096392 1.3937088, 103.9097085 1.3936573)",,,,,,,,,
4092,5218398222,5218398225,0,646710222,2,service,False,29.558,"LINESTRING (103.9096392 1.3937088, 103.9097939 1.393925)",,,,,,,,,
4093,5218398222,5218398225,1,"[775181824, 775181823]",1,service,True,37.589999999999996,"LINESTRING (103.9096392 1.3937088, 103.9096141 1.3937643, 103.9096235 1.3938233, 103.909653 1.3938783, 103.9096892 1.3939084, 103.9097381 1.3939265, 103.9097939 1.393925)",,,,,,,,,
4094,5218398222,5218670138,0,"[775181825, 539265951]",2,service,False,333.328,"LINESTRING (103.9096392 1.3937088, 103.9094867 1.3934955, 103.9094371 1.3934593, 103.90937 1.3934392, 103.9093244 1.393415, 103.90926 1.3933587, 103.9092386 1.3933199, 103.9092265 1.3932716, 103.9092252 1.3932247, 103.9092654 1.3931214, 103.9092654 1.3930785, 103.9092506 1.3930289, 103.9091179 1.3928707, 103.9090723 1.3928452, 103.9089945 1.3928479, 103.9087866 1.392927, 103.9086198 1.3930541, 103.9076775 1.3940237)",,,,,,,,,
4095,5218398223,5218398225,0,539265950,2,service,False,9.216,"LINESTRING (103.9098601 1.3938751, 103.9097939 1.393925)",,,,,,,,,
4096,5218398223,5218398224,0,641080746,,service,False,10.566,"LINESTRING (103.9098601 1.3938751, 103.909936 1.3938179)",,,,,,,,,
4097,5218398223,368957072,0,641080747,2,residential,True,37.69,"LINESTRING (103.9098601 1.3938751, 103.9100538 1.3941533)",,Edgedale Plains,40,,,,,,
4098,5218398224,5218398223,0,641080746,,service,False,10.566,"LINESTRING (103.909936 1.3938179, 103.9098601 1.3938751)",,,,,,,,,
4099,5218398224,5218398221,0,641081344,2,residential,True,29.419,"LINESTRING (103.909936 1.3938179, 103.9097782 1.3936055)",,Edgedale Plains,40,,,,,,
4100,5218398225,5218398223,0,539265950,2,service,False,9.216,"LINESTRING (103.9097939 1.393925, 103.9098601 1.3938751)",,,,,,,,,
4101,5218398225,5218398222,0,646710222,2,service,False,29.558,"LINESTRING (103.9097939 1.393925, 103.9096392 1.3937088)",,,,,,,,,
4102,5218398225,7241881524,0,646710219,2,service,False,346.33299999999997,"LINESTRING (103.9097939 1.393925, 103.9098099 1.3939473, 103.9098582 1.3941243, 103.9098568 1.3941779, 103.9098246 1.3942275, 103.9097294 1.3942852, 103.9095457 1.394316, 103.9094719 1.394312, 103.9092426 1.3942128, 103.909201 1.3941793, 103.9090374 1.393954, 103.9089958 1.3939379, 103.908961 1.3939339, 103.9089046 1.39395, 103.9076035 1.3950442)",,,,,,,,,
4103,5218349080,368927583,0,621114246,,primary,True,17.011,"LINESTRING (103.9135268 1.3909562, 103.9136226 1.3910755)",,Punggol East,70,,,,,,
4104,5218349080,5862767199,0,539261599,2,residential,True,12.574,"LINESTRING (103.9135268 1.3909562, 103.9134651 1.3910031, 103.9134388 1.3910271)",,Punggol Field Walk,50,,,,,,
4105,5218349081,368927585,0,539261592,3,residential,True,11.477,"LINESTRING (103.9124364 1.391871, 103.9125026 1.3919502)",,Punggol Field Walk,50,,,,,,
4106,6054064159,6054064160,0,643273167,,service,False,84.235,"LINESTRING (103.8850316 1.4249482, 103.8846729 1.4242809)",,,,,,,,,
4107,6054064160,6054064159,0,643273167,,service,False,84.235,"LINESTRING (103.8846729 1.4242809, 103.8850316 1.4249482)",,,,,,,,,
4108,6054064160,5264460241,0,646830982,2,secondary,False,39.411,"LINESTRING (103.8846729 1.4242809, 103.8849796 1.4241031)",,Seletar West Link,50,,,,,,
4109,6054064160,5264460239,0,646830985,2,secondary,False,128.422,"LINESTRING (103.8846729 1.4242809, 103.8836734 1.4248601)",,Seletar West Link,50,,,,,,
4110,6054064161,6054064164,0,643273168,,service,False,71.949,"LINESTRING (103.8829148 1.4259997, 103.88293 1.4258974, 103.8829257 1.4257885, 103.8828647 1.4256165, 103.8827743 1.4253811)",,,,,,,,,
4111,2274873380,2274873394,0,218215364,,service,False,6.835,"LINESTRING (103.9159545 1.3947721, 103.915901 1.3948024)",,,,,,,,,
4112,2274873380,2274872796,0,645122095,2,service,False,28.057,"LINESTRING (103.9159545 1.3947721, 103.9158001 1.3945725)",,,,,,,,,
4113,2274873380,2274874196,0,"[645122791, 707349581, 465242479]",2,service,False,154.65,"LINESTRING (103.9159545 1.3947721, 103.9162422 1.3952362, 103.9162665 1.3952971, 103.9162572 1.3953767, 103.9162166 1.3954598, 103.9161682 1.3955117, 103.9159133 1.3956983, 103.9157304 1.3958203)",,,,,,,,,
4114,6054064164,5264460239,0,646830987,2,secondary,False,115.521,"LINESTRING (103.8827743 1.4253811, 103.8836734 1.4248601)",,Seletar West Link,50,,,,,,
